18/09/2023,08:30,18/09/2023,10:30,2,Q4/1003,10062 Enginyeria Informàtica,105075 Internet de les Coses - 418,32
18/09/2023,08:30,18/09/2023,10:30, ,Q1/1003,10062 Enginyeria Informàtica,103806 Fonaments d'Informàtica - 41,66
18/09/2023,08:30,18/09/2023,10:30,2,Q2/1005,10062 Enginyeria Informàtica,103805 Fonaments d'Enginyeria - 431,41
18/09/2023,09:30,18/09/2023,10:30,1,Q4/1005,10062 Enginyeria Informàtica,103801 Àlgebra - 432,Sense grup de matricula
18/09/2023,09:30,18/09/2023,10:30,1,Q3/0009,10062 Enginyeria Informàtica,102747 Sistemes Operatius - 412,Sense grup de matricula
18/09/2023,10:30,18/09/2023,11:30,1,Q4/1013,10062 Enginyeria Informàtica,102787 Aprenentatge Computacional - 441,Sense grup de matricula
18/09/2023,10:30,18/09/2023,11:30, ,Q4/1003,10062 Enginyeria Informàtica,"102786 Coneixement, Raonament i Incertesa - 442",Sense grup de matricula
18/09/2023,10:30,18/09/2023,11:30,1,Q3/0009,10062 Enginyeria Informàtica,102747 Sistemes Operatius - 411,Sense grup de matricula
18/09/2023,10:30,18/09/2023,11:30, ,Q1/1007,10062 Enginyeria Informàtica,103801 Àlgebra - 411,Sense grup de matricula
18/09/2023,10:30,18/09/2023,12:30,2,Q2/1005,10062 Enginyeria Informàtica,102744 Bases de Dades - 431,45
18/09/2023,10:30,18/09/2023,12:30, ,Q1/1003,10062 Enginyeria Informàtica,103806 Fonaments d'Informàtica - 43,70
18/09/2023,10:30,18/09/2023,12:30, ,Q4/0007,10062 Enginyeria Informàtica,102742 Tecnologies de Desenvolupament per a Internet i web - 415,80
18/09/2023,10:30,18/09/2023,12:30,2,Q2/1003,10062 Enginyeria Informàtica,103805 Fonaments d'Enginyeria - 412,38
18/09/2023,10:30,18/09/2023,12:30, ,Q1/0019,10062 Enginyeria Informàtica,102744 Bases de Dades - 412,43
18/09/2023,11:30,18/09/2023,12:30,1,Q3/0009,10062 Enginyeria Informàtica,102747 Sistemes Operatius - 432,Sense grup de matricula
18/09/2023,11:30,18/09/2023,12:30,1,Q4/1003,10062 Enginyeria Informàtica,102787 Aprenentatge Computacional - 442,Sense grup de matricula
18/09/2023,11:30,18/09/2023,12:30, ,Q4/1013,10062 Enginyeria Informàtica,"102786 Coneixement, Raonament i Incertesa - 441",Sense grup de matricula
18/09/2023,12:30,18/09/2023,13:30, ,Q3/0009,10062 Enginyeria Informàtica,102747 Sistemes Operatius - 431,Sense grup de matricula
18/09/2023,12:30,18/09/2023,13:30, ,Q3/0013,10062 Enginyeria Informàtica,103801 Àlgebra - 412,Sense grup de matricula
18/09/2023,12:30,18/09/2023,13:30,1,Q2/1013,10062 Enginyeria Informàtica,103801 Àlgebra - 431,Sense grup de matricula
18/09/2023,12:30,18/09/2023,14:30, ,Q5/1011,10062 Enginyeria Informàtica,102753 Visualització Gràfica Interactiva - 441,36
18/09/2023,12:30,18/09/2023,14:30,2,Q2/1003,10062 Enginyeria Informàtica,103805 Fonaments d'Enginyeria - 411,38
18/09/2023,12:30,18/09/2023,14:30,2,QC/0011,10062 Enginyeria Informàtica,105072 Tecnologia Blockchain i Criptomonedes - 450,21
18/09/2023,12:30,18/09/2023,14:30,2,Q2/1005,10062 Enginyeria Informàtica,103805 Fonaments d'Enginyeria - 432,41
18/09/2023,12:30,18/09/2023,14:30, ,Q1/0019,10062 Enginyeria Informàtica,102744 Bases de Dades - 432,28
18/09/2023,12:30,18/09/2023,14:30,2,Q1/1003,10062 Enginyeria Informàtica,102763 Requisits del Software - 420,90
18/09/2023,15:00,18/09/2023,16:00, ,Q3/0009,10062 Enginyeria Informàtica,102747 Sistemes Operatius - 452,Sense grup de matricula
18/09/2023,15:00,18/09/2023,17:00, ,Q4/0007,10062 Enginyeria Informàtica,102742 Tecnologies de Desenvolupament per a Internet i web - 417,29
18/09/2023,15:00,18/09/2023,17:00,2,Q1/0019,10062 Enginyeria Informàtica,102744 Bases de Dades - 451,44
18/09/2023,15:00,18/09/2023,17:00,2,Q2/1013,10062 Enginyeria Informàtica,103806 Fonaments d'Informàtica - 45,53
18/09/2023,15:00,18/09/2023,17:00,2,Q2/1009,10062 Enginyeria Informàtica,103806 Fonaments d'Informàtica - 47,63
18/09/2023,16:00,18/09/2023,18:00, ,Q1/0007,10062 Enginyeria Informàtica,102744 Bases de Dades - 452,30
18/09/2023,17:00,18/09/2023,18:00, ,Q2/1003,10062 Enginyeria Informàtica,103801 Àlgebra - 452,Sense grup de matricula
18/09/2023,17:00,18/09/2023,18:00,1,Q2/1009,10062 Enginyeria Informàtica,103801 Àlgebra - 451,Sense grup de matricula
18/09/2023,17:00,18/09/2023,18:00,1,Q3/0009,10062 Enginyeria Informàtica,102747 Sistemes Operatius - 451,Sense grup de matricula
18/09/2023,17:00,18/09/2023,19:00, ,Q4/0007,10062 Enginyeria Informàtica,102742 Tecnologies de Desenvolupament per a Internet i web - 419,128
18/09/2023,18:00,18/09/2023,19:00,1,Q3/0009,10062 Enginyeria Informàtica,102747 Sistemes Operatius - 453,Sense grup de matricula
18/09/2023,18:00,18/09/2023,20:00,2,Q2/1003,10062 Enginyeria Informàtica,103805 Fonaments d'Enginyeria - 451,41
19/09/2023,08:30,19/09/2023,09:30,1,Q3/0009,10062 Enginyeria Informàtica,103803 Estadística - 411,Sense grup de matricula
19/09/2023,08:30,19/09/2023,09:30,1,Q2/1009,10062 Enginyeria Informàtica,102774 Estructura de Computadors - 412,47
19/09/2023,08:30,19/09/2023,10:30,2,Q5/0004,10062 Enginyeria Informàtica,102778 Arquitectures Avançades - 431,Sense grup de matricula
19/09/2023,08:30,19/09/2023,10:30, ,Q1/1007,10062 Enginyeria Informàtica,102752 Sistemes d'Informació - 450,104
19/09/2023,08:30,19/09/2023,10:30, ,Q1/0007,10062 Enginyeria Informàtica,102767 Laboratori de Programació - 411,42
19/09/2023,08:30,19/09/2023,10:30,2,Q1/1003,10062 Enginyeria Informàtica,102771 Electricitat i Electrònica - 41,76
19/09/2023,08:30,19/09/2023,10:30,2,Q4/1003,10062 Enginyeria Informàtica,102760 Gestió de Projectes - 411,Sense grup de matricula
19/09/2023,09:30,19/09/2023,10:30,1,Q2/1009,10062 Enginyeria Informàtica,102774 Estructura de Computadors - 411,48
19/09/2023,09:30,19/09/2023,10:30,1,Q3/0009,10062 Enginyeria Informàtica,103803 Estadística - 412,Sense grup de matricula
19/09/2023,10:30,19/09/2023,11:30,1,Q2/1005,10062 Enginyeria Informàtica,102758 Test i Qualitat del Software - 421,Sense grup de matricula
19/09/2023,10:30,19/09/2023,11:30, ,Q3/0013,10062 Enginyeria Informàtica,102740 Sistemes Distribuïts - 451,Sense grup de matricula
19/09/2023,10:30,19/09/2023,11:30,1,Q3/0009,10062 Enginyeria Informàtica,103803 Estadística - 413,Sense grup de matricula
19/09/2023,10:30,19/09/2023,12:30, ,Q1/0007,10062 Enginyeria Informàtica,102767 Laboratori de Programació - 412,44
19/09/2023,10:30,19/09/2023,12:30, ,Q1/1007,10062 Enginyeria Informàtica,"102786 Coneixement, Raonament i Incertesa - 440",62
19/09/2023,10:30,19/09/2023,12:30,2,Q2/0011,10062 Enginyeria Informàtica,102760 Gestió de Projectes - 412,Sense grup de matricula
19/09/2023,10:30,19/09/2023,12:30,2,Q4/1003,10062 Enginyeria Informàtica,102776 Gestió i Administració de Xarxes - 430,44
