start date,start time,end date,end time,unk,class Id,Estudi,Codi_Ass + Assignatura,grup matricula
21/10/2024,17:00,21/10/2024,18:00, ,Q3/0003,10062 Enginyeria Informàtica,103801 Àlgebra - 451,Sense grup de matricula
21/10/2024,17:00,21/10/2024,18:00, ,Q2/1003,10062 Enginyeria Informàtica,103801 Àlgebra - 452,Sense grup de matricula
21/10/2024,17:00,21/10/2024,19:00, ,Q4/0007,10062 Enginyeria Informàtica,102742 Tecnologies de Desenvolupament per a Internet i web - 419,84
21/10/2024,18:00,21/10/2024,20:00, ,Q2/0017,10062 Enginyeria Informàtica,102747 Sistemes Operatius - 414,Sense grup de matricula
21/10/2024,18:00,21/10/2024,20:00,2,Q2/1003,10062 Enginyeria Informàtica,103805 Fonaments d'Enginyeria - 451,50
21/10/2024,18:00,21/10/2024,20:00, ,Q2/0019,10062 Enginyeria Informàtica,102747 Sistemes Operatius - 415,Sense grup de matricula
22/10/2024,08:30,22/10/2024,09:30,1,Q2/1003,10062 Enginyeria Informàtica,102774 Estructura de Computadors - 412,32
22/10/2024,08:30,22/10/2024,09:30,1,Q3/0009,10062 Enginyeria Informàtica,103803 Estadística - 411,Sense grup de matricula
22/10/2024,08:30,22/10/2024,10:30, ,Q2/0013,10062 Enginyeria Informàtica,103806 Fonaments d'Informàtica - 411,Sense grup de matricula
22/10/2024,08:30,22/10/2024,10:30,2,Q4/1003,10062 Enginyeria Informàtica,102760 Gestió de Projectes - 411,Sense grup de matricula
22/10/2024,08:30,22/10/2024,10:30,2,Q1/1003,10062 Enginyeria Informàtica,102771 Electricitat i Electrònica - 41,74
22/10/2024,08:30,22/10/2024,10:30,2,Q1/0007,10062 Enginyeria Informàtica,102767 Laboratori de Programació - 431,38
22/10/2024,08:30,22/10/2024,10:30, ,Q1/1007,10062 Enginyeria Informàtica,102752 Sistemes d'Informació - 450,108
22/10/2024,08:30,22/10/2024,10:30, ,Q1/0019,10062 Enginyeria Informàtica,102767 Laboratori de Programació - 432,39
22/10/2024,09:30,22/10/2024,10:30,1,Q3/0009,10062 Enginyeria Informàtica,102774 Estructura de Computadors - 411,33
22/10/2024,09:30,22/10/2024,10:30,1,Q2/1003,10062 Enginyeria Informàtica,103803 Estadística - 412,Sense grup de matricula
22/10/2024,10:30,22/10/2024,11:30,1,Q3/0009,10062 Enginyeria Informàtica,103803 Estadística - 431,Sense grup de matricula
22/10/2024,10:30,22/10/2024,11:30, ,Q3/0013,10062 Enginyeria Informàtica,102740 Sistemes Distribuïts - 451,Sense grup de matricula
22/10/2024,10:30,22/10/2024,11:30,1,Q2/1003,10062 Enginyeria Informàtica,102774 Estructura de Computadors - 432,37
22/10/2024,10:30,22/10/2024,11:30, ,Q2/1005,10062 Enginyeria Informàtica,102758 Test i Qualitat del Software - 421,Sense grup de matricula
22/10/2024,10:30,22/10/2024,12:30, ,Q1/0007,10062 Enginyeria Informàtica,102767 Laboratori de Programació - 411,36
22/10/2024,10:30,22/10/2024,12:30,2,Q2/0011,10062 Enginyeria Informàtica,102760 Gestió de Projectes - 412,Sense grup de matricula
22/10/2024,10:30,22/10/2024,12:30, ,Q1/1007,10062 Enginyeria Informàtica,102787 Aprenentatge Computacional - 440,76
22/10/2024,10:30,22/10/2024,12:30,2,Q1/1003,10062 Enginyeria Informàtica,102771 Electricitat i Electrònica - 43,74
22/10/2024,10:30,22/10/2024,12:30, ,Q4/1003,10062 Enginyeria Informàtica,102776 Gestió i Administració de Xarxes - 430,42
22/10/2024,10:30,22/10/2024,12:30, ,Q2/0013,10062 Enginyeria Informàtica,103806 Fonaments d'Informàtica - 412,Sense grup de matricula
22/10/2024,10:30,22/10/2024,12:30,2,Q4/1009,10062 Enginyeria Informàtica,102767 Laboratori de Programació - 413,16
22/10/2024,11:30,22/10/2024,12:30, ,Q2/1005,10062 Enginyeria Informàtica,102758 Test i Qualitat del Software - 422,Sense grup de matricula
22/10/2024,11:30,22/10/2024,12:30, ,Q3/0013,10062 Enginyeria Informàtica,102740 Sistemes Distribuïts - 452,Sense grup de matricula
22/10/2024,11:30,22/10/2024,12:30,1,Q2/1003,10062 Enginyeria Informàtica,103803 Estadística - 432,Sense grup de matricula
22/10/2024,11:30,22/10/2024,12:30,1,Q3/0009,10062 Enginyeria Informàtica,102774 Estructura de Computadors - 431,38
22/10/2024,12:30,22/10/2024,14:30, ,Q2/1003,10062 Enginyeria Informàtica,102767 Laboratori de Programació - 412,36
22/10/2024,12:30,22/10/2024,14:30, ,Q4/1013,10062 Enginyeria Informàtica,102762 Anglès Professional I - 410,38
22/10/2024,12:30,22/10/2024,14:30, ,Q1/0007,10062 Enginyeria Informàtica,102767 Laboratori de Programació - 433,27
22/10/2024,12:30,22/10/2024,14:30,2,Q2/0019,10062 Enginyeria Informàtica,103806 Fonaments d'Informàtica - 414,Sense grup de matricula
22/10/2024,12:30,22/10/2024,14:30, ,Q2/0013,10062 Enginyeria Informàtica,103806 Fonaments d'Informàtica - 413,Sense grup de matricula
22/10/2024,15:00,22/10/2024,17:00,2,Q3/0009,10062 Enginyeria Informàtica,102767 Laboratori de Programació - 451,41
22/10/2024,15:00,22/10/2024,17:00,2,Q2/1013,10062 Enginyeria Informàtica,102771 Electricitat i Electrònica - 45,72
22/10/2024,15:00,22/10/2024,17:00, ,Q2/0013,10062 Enginyeria Informàtica,103806 Fonaments d'Informàtica - 416,Sense grup de matricula
22/10/2024,15:00,22/10/2024,17:00, ,Q1/0019,10062 Enginyeria Informàtica,102767 Laboratori de Programació - 452,32
22/10/2024,15:00,22/10/2024,17:00,2,Q2/0019,10062 Enginyeria Informàtica,102760 Gestió de Projectes - 413,Sense grup de matricula
22/10/2024,15:00,22/10/2024,17:00, ,Q2/0011,10062 Enginyeria Informàtica,103806 Fonaments d'Informàtica - 415,Sense grup de matricula
22/10/2024,17:00,22/10/2024,18:00,1,Q3/0003,10062 Enginyeria Informàtica,103803 Estadística - 451,Sense grup de matricula
22/10/2024,17:00,22/10/2024,19:00,2,Q2/0011,10062 Enginyeria Informàtica,103806 Fonaments d'Informàtica - 417,Sense grup de matricula
22/10/2024,18:00,22/10/2024,19:00,1,Q3/0003,10062 Enginyeria Informàtica,102774 Estructura de Computadors - 451,27
23/10/2024,08:30,23/10/2024,09:30,1,Q4/1003,10062 Enginyeria Informàtica,102791 Sistemes Encastats - 431,Sense grup de matricula
23/10/2024,08:30,23/10/2024,10:30,2,Q3/0003,10062 Enginyeria Informàtica,102747 Sistemes Operatius - 41,75
23/10/2024,08:30,23/10/2024,10:30, ,Q1/0019,10062 Enginyeria Informàtica,102744 Bases de Dades - 432,35
23/10/2024,08:30,23/10/2024,10:30,2,Q2/1005,10062 Enginyeria Informàtica,102744 Bases de Dades - 431,42
23/10/2024,08:30,23/10/2024,10:30,2,QC/0011,10062 Enginyeria Informàtica,105073 Tecnologies de Compressió de la Informació - 450,18
23/10/2024,08:30,23/10/2024,10:30, ,Q5/1011,10062 Enginyeria Informàtica,102783 Anàlisi i Disseny d'Algorismes - 440,44
23/10/2024,08:30,23/10/2024,10:30,2,Q1/1003,10062 Enginyeria Informàtica,103801 Àlgebra - 41,75
23/10/2024,08:30,23/10/2024,10:30,2,Q2/0017,10062 Enginyeria Informàtica,103803 Estadística - 412,Sense grup de matricula
23/10/2024,08:30,23/10/2024,10:30,2,Q1/1007,10062 Enginyeria Informàtica,102759 Disseny de Software - 450,84
23/10/2024,08:30,23/10/2024,10:30, ,Q2/1013,10062 Enginyeria Informàtica,102741 Gestió i Administració de Bases de Dades - 420,81
23/10/2024,09:30,23/10/2024,10:30, ,Q3/0013,10062 Enginyeria Informàtica,102742 Tecnologies de Desenvolupament per a Internet i web - 410,Sense grup de matricula
23/10/2024,10:30,23/10/2024,11:30, ,Q1/0007,10062 Enginyeria Informàtica,103806 Fonaments d'Informàtica - 411,Sense grup de matricula
23/10/2024,10:30,23/10/2024,11:30, ,Q3/0003,10062 Enginyeria Informàtica,102742 Tecnologies de Desenvolupament per a Internet i web - 411,Sense grup de matricula
23/10/2024,10:30,23/10/2024,11:30,1,Q2/1003,10062 Enginyeria Informàtica,102771 Electricitat i Electrònica - 412,Sense grup de matricula
23/10/2024,10:30,23/10/2024,12:30,2,QC/0011,10062 Enginyeria Informàtica,105072 Tecnologia Blockchain i Criptomonedes - 450,20
23/10/2024,10:30,23/10/2024,12:30, ,Q2/1005,10062 Enginyeria Informàtica,102744 Bases de Dades - 411,41
23/10/2024,10:30,23/10/2024,12:30, ,Q5/1011,10062 Enginyeria Informàtica,102783 Anàlisi i Disseny d'Algorismes - 441,42
23/10/2024,10:30,23/10/2024,12:30,2,Q2/0017,10062 Enginyeria Informàtica,103803 Estadística - 413,Sense grup de matricula
23/10/2024,10:30,23/10/2024,12:30, ,Q3/0013,10062 Enginyeria Informàtica,102778 Arquitectures Avançades - 430,40
23/10/2024,10:30,23/10/2024,12:30,2,Q1/1003,10062 Enginyeria Informàtica,103801 Àlgebra - 43,69
23/10/2024,10:30,23/10/2024,12:30,2,Q2/1009,10062 Enginyeria Informàtica,102747 Sistemes Operatius - 43,88
23/10/2024,11:30,23/10/2024,12:30, ,Q1/0007,10062 Enginyeria Informàtica,103806 Fonaments d'Informàtica - 412,Sense grup de matricula
23/10/2024,11:30,23/10/2024,12:30,1,Q2/1003,10062 Enginyeria Informàtica,102771 Electricitat i Electrònica - 411,Sense grup de matricula
23/10/2024,11:30,23/10/2024,12:30, ,Q4/1005,10062 Enginyeria Informàtica,102742 Tecnologies de Desenvolupament per a Internet i web - 412,Sense grup de matricula
23/10/2024,12:30,23/10/2024,13:30, ,Q1/0007,10062 Enginyeria Informàtica,103806 Fonaments d'Informàtica - 431,Sense grup de matricula
23/10/2024,12:30,23/10/2024,13:30, ,Q3/0013,10062 Enginyeria Informàtica,102742 Tecnologies de Desenvolupament per a Internet i web - 413,Sense grup de matricula
23/10/2024,12:30,23/10/2024,13:30,1,Q2/1003,10062 Enginyeria Informàtica,102771 Electricitat i Electrònica - 432,Sense grup de matricula
23/10/2024,12:30,23/10/2024,13:30, ,Q2/1009,10062 Enginyeria Informàtica,102740 Sistemes Distribuïts - 431,Sense grup de matricula
23/10/2024,12:30,23/10/2024,14:30,2,Q1/1003,10062 Enginyeria Informàtica,102759 Disseny de Software - 420,74
23/10/2024,12:30,23/10/2024,14:30,2,Q1/0019,10062 Enginyeria Informàtica,102744 Bases de Dades - 412,28
23/10/2024,12:30,23/10/2024,14:30,2,Q2/0017,10062 Enginyeria Informàtica,103803 Estadística - 414,Sense grup de matricula
23/10/2024,13:30,23/10/2024,14:30,1,Q2/1003,10062 Enginyeria Informàtica,102771 Electricitat i Electrònica - 431,Sense grup de matricula
23/10/2024,13:30,23/10/2024,14:30, ,Q1/0007,10062 Enginyeria Informàtica,103806 Fonaments d'Informàtica - 432,Sense grup de matricula
23/10/2024,13:30,23/10/2024,14:30,1,Q3/0013,10062 Enginyeria Informàtica,102742 Tecnologies de Desenvolupament per a Internet i web - 414,Sense grup de matricula
23/10/2024,15:00,23/10/2024,16:00,1,Q2/1013,10062 Enginyeria Informàtica,102771 Electricitat i Electrònica - 452,Sense grup de matricula
23/10/2024,15:00,23/10/2024,16:00,1,Q1/0007,10062 Enginyeria Informàtica,103806 Fonaments d'Informàtica - 451,Sense grup de matricula
23/10/2024,15:00,23/10/2024,17:00,2,Q1/0019,10062 Enginyeria Informàtica,102744 Bases de Dades - 451,42
23/10/2024,15:00,23/10/2024,17:00,2,Q2/1003,10062 Enginyeria Informàtica,102744 Bases de Dades - 452,29
23/10/2024,16:00,23/10/2024,17:00, ,Q1/0007,10062 Enginyeria Informàtica,103806 Fonaments d'Informàtica - 452,Sense grup de matricula
23/10/2024,16:00,23/10/2024,17:00,1,Q3/0013,10062 Enginyeria Informàtica,103806 Fonaments d'Informàtica - 471,Sense grup de matricula
23/10/2024,16:00,23/10/2024,17:00,1,Q2/1013,10062 Enginyeria Informàtica,102771 Electricitat i Electrònica - 451,Sense grup de matricula
23/10/2024,16:00,23/10/2024,17:00, ,Q3/0009,10062 Enginyeria Informàtica,102742 Tecnologies de Desenvolupament per a Internet i web - 415,Sense grup de matricula
23/10/2024,17:00,23/10/2024,18:00, ,Q3/0009,10062 Enginyeria Informàtica,102742 Tecnologies de Desenvolupament per a Internet i web - 416,Sense grup de matricula
23/10/2024,17:00,23/10/2024,19:00,2,Q4/0011,10062 Enginyeria Informàtica,103801 Àlgebra - 45,91
23/10/2024,17:00,23/10/2024,19:00, ,Q3/0003,10062 Enginyeria Informàtica,102747 Sistemes Operatius - 45,78
23/10/2024,18:00,23/10/2024,19:00, ,Q3/0009,10062 Enginyeria Informàtica,102742 Tecnologies de Desenvolupament per a Internet i web - 417,Sense grup de matricula
24/10/2024,08:30,24/10/2024,09:30,1,Q4/1003,10062 Enginyeria Informàtica,102763 Requisits del Software - 421,Sense grup de matricula
24/10/2024,08:30,24/10/2024,09:30, ,Q3/0009,10062 Enginyeria Informàtica,102759 Disseny de Software - 422,Sense grup de matricula
24/10/2024,08:30,24/10/2024,10:30, ,Q1/1007,10062 Enginyeria Informàtica,102791 Sistemes Encastats - 430,80
24/10/2024,08:30,24/10/2024,10:30,2,Q2/1003,10062 Enginyeria Informàtica,103805 Fonaments d'Enginyeria - 412,38
24/10/2024,08:30,24/10/2024,10:30,2,Q3/0007,10062 Enginyeria Informàtica,102760 Gestió de Projectes - 414,22
24/10/2024,08:30,24/10/2024,10:30,2,Q2/1013,10062 Enginyeria Informàtica,102753 Visualització Gràfica Interactiva - 440,39
24/10/2024,08:30,24/10/2024,10:30,2,Q2/1009,10062 Enginyeria Informàtica,102774 Estructura de Computadors - 41,66
24/10/2024,08:30,24/10/2024,10:30,2,Q4/0007,10062 Enginyeria Informàtica,102760 Gestió de Projectes - 410,105
24/10/2024,08:30,24/10/2024,10:30,2,Q1/0007,10062 Enginyeria Informàtica,102767 Laboratori de Programació - 431,38
24/10/2024,08:30,24/10/2024,10:30, ,Q2/0013,10062 Enginyeria Informàtica,103806 Fonaments d'Informàtica - 418,Sense grup de matricula
24/10/2024,08:30,24/10/2024,10:30, ,Q1/0019,10062 Enginyeria Informàtica,102767 Laboratori de Programació - 432,39
24/10/2024,08:30,24/10/2024,10:30,2,Q2/1005,10062 Enginyeria Informàtica,103805 Fonaments d'Enginyeria - 411,40
24/10/2024,09:30,24/10/2024,10:30,1,Q4/1003,10062 Enginyeria Informàtica,102759 Disseny de Software - 421,Sense grup de matricula
24/10/2024,09:30,24/10/2024,10:30, ,Q3/0009,10062 Enginyeria Informàtica,102763 Requisits del Software - 422,Sense grup de matricula
24/10/2024,10:30,24/10/2024,12:30, ,Q1/1007,10062 Enginyeria Informàtica,"102786 Coneixement, Raonament i Incertesa - 440",75
24/10/2024,10:30,24/10/2024,12:30,2,Q3/0007,10062 Enginyeria Informàtica,102760 Gestió de Projectes - 415,20
24/10/2024,10:30,24/10/2024,12:30, ,Q2/0013,10062 Enginyeria Informàtica,103806 Fonaments d'Informàtica - 419,Sense grup de matricula
24/10/2024,10:30,24/10/2024,12:30, ,Q1/0007,10062 Enginyeria Informàtica,102767 Laboratori de Programació - 411,36
24/10/2024,10:30,24/10/2024,12:30, ,Q4/1003,10062 Enginyeria Informàtica,102776 Gestió i Administració de Xarxes - 430,42
24/10/2024,10:30,24/10/2024,12:30,2,Q2/0017,10062 Enginyeria Informàtica,103803 Estadística - 415,Sense grup de matricula
24/10/2024,10:30,24/10/2024,12:30,2,Q1/1003,10062 Enginyeria Informàtica,102774 Estructura de Computadors - 43,75
24/10/2024,10:30,24/10/2024,12:30,2,Q2/1005,10062 Enginyeria Informàtica,103805 Fonaments d'Enginyeria - 432,39
24/10/2024,10:30,24/10/2024,12:30,2,Q2/1003,10062 Enginyeria Informàtica,103805 Fonaments d'Enginyeria - 431,34
24/10/2024,10:30,24/10/2024,12:30,2,Q3/0003,10062 Enginyeria Informàtica,102758 Test i Qualitat del Software - 420,108
24/10/2024,10:30,24/10/2024,12:30,2,Q4/0007,10062 Enginyeria Informàtica,102760 Gestió de Projectes - 415,93
24/10/2024,12:30,24/10/2024,13:30, ,Q3/0013,10062 Enginyeria Informàtica,102759 Disseny de Software - 452,Sense grup de matricula
24/10/2024,12:30,24/10/2024,13:30, ,Q1/1007,10062 Enginyeria Informàtica,102773 Fonaments de Tecnologia de la Informació - 451,Sense grup de matricula
24/10/2024,12:30,24/10/2024,14:30, ,Q5/1011,10062 Enginyeria Informàtica,102753 Visualització Gràfica Interactiva - 441,37
24/10/2024,12:30,24/10/2024,14:30,2,Q3/0007,10062 Enginyeria Informàtica,102760 Gestió de Projectes - 416,Sense grup de matricula
24/10/2024,12:30,24/10/2024,14:30, ,Q1/0007,10062 Enginyeria Informàtica,102767 Laboratori de Programació - 433,27
24/10/2024,12:30,24/10/2024,14:30, ,Q2/1003,10062 Enginyeria Informàtica,102767 Laboratori de Programació - 412,36
24/10/2024,12:30,24/10/2024,14:30,2,Q5/2003,10062 Enginyeria Informàtica,102791 Sistemes Encastats - 432,Sense grup de matricula
24/10/2024,12:30,24/10/2024,14:30, ,Q2/0013,10062 Enginyeria Informàtica,103806 Fonaments d'Informàtica - 420,Sense grup de matricula
24/10/2024,12:30,24/10/2024,14:30,2,Q2/0017,10062 Enginyeria Informàtica,103803 Estadística - 416,Sense grup de matricula
24/10/2024,12:30,24/10/2024,14:30, ,Q4/1013,10062 Enginyeria Informàtica,102762 Anglès Professional I - 410,38
24/10/2024,12:30,24/10/2024,14:30, ,Q2/0011,10062 Enginyeria Informàtica,103806 Fonaments d'Informàtica - 421,Sense grup de matricula
24/10/2024,13:30,24/10/2024,14:30,1,Q3/0013,10062 Enginyeria Informàtica,102773 Fonaments de Tecnologia de la Informació - 452,Sense grup de matricula
24/10/2024,13:30,24/10/2024,14:30,1,Q1/1007,10062 Enginyeria Informàtica,102759 Disseny de Software - 451,Sense grup de matricula
24/10/2024,15:00,24/10/2024,17:00, ,Q2/0007,10062 Enginyeria Informàtica,"102786 Coneixement, Raonament i Incertesa - 443",Sense grup de matricula
24/10/2024,15:00,24/10/2024,17:00,2,Q2/0013,10062 Enginyeria Informàtica,103806 Fonaments d'Informàtica - 422,Sense grup de matricula
24/10/2024,15:00,24/10/2024,17:00,2,Q3/0003,10062 Enginyeria Informàtica,102774 Estructura de Computadors - 45,27
24/10/2024,15:00,24/10/2024,17:00,2,Q2/1003,10062 Enginyeria Informàtica,103805 Fonaments d'Enginyeria - 451,50
24/10/2024,15:00,24/10/2024,17:00,2,Q3/0007,10062 Enginyeria Informàtica,102760 Gestió de Projectes - 417,20
24/10/2024,17:00,24/10/2024,19:00, ,Q1/0007,10062 Enginyeria Informàtica,102767 Laboratori de Programació - 452,32
24/10/2024,17:00,24/10/2024,19:00, ,Q2/0013,10062 Enginyeria Informàtica,103806 Fonaments d'Informàtica - 423,Sense grup de matricula
24/10/2024,17:00,24/10/2024,19:00,2,Q1/0019,10062 Enginyeria Informàtica,102767 Laboratori de Programació - 451,41
25/10/2024,08:30,25/10/2024,09:30, ,Q4/1009,10062 Enginyeria Informàtica,103801 Àlgebra - 411,Sense grup de matricula
25/10/2024,08:30,25/10/2024,09:30, ,Q1/1003,10062 Enginyeria Informàtica,103806 Fonaments d'Informàtica - 41,68
25/10/2024,08:30,25/10/2024,10:30, ,Q5/1011,10062 Enginyeria Informàtica,102783 Anàlisi i Disseny d'Algorismes - 440,44
25/10/2024,08:30,25/10/2024,10:30,2,Q2/1009,10062 Enginyeria Informàtica,103803 Estadística - 41,65
25/10/2024,08:30,25/10/2024,10:30,2,Q5/2003,10062 Enginyeria Informàtica,102791 Sistemes Encastats - 433,Sense grup de matricula
25/10/2024,08:30,25/10/2024,10:30,2,Q3/0007,10062 Enginyeria Informàtica,102760 Gestió de Projectes - 418,Sense grup de matricula
25/10/2024,08:30,25/10/2024,10:30,2,Q1/1007,10062 Enginyeria Informàtica,102740 Sistemes Distribuïts - 450,77
25/10/2024,08:30,25/10/2024,10:30, ,Q2/0013,10062 Enginyeria Informàtica,102763 Requisits del Software - 423,Sense grup de matricula
25/10/2024,08:30,25/10/2024,10:30,2,Q2/0011,10062 Enginyeria Informàtica,102760 Gestió de Projectes - 419,Sense grup de matricula
25/10/2024,09:30,25/10/2024,10:30,1,Q4/1009,10062 Enginyeria Informàtica,103801 Àlgebra - 412,Sense grup de matricula
25/10/2024,09:30,25/10/2024,10:30,1,Q1/1003,10062 Enginyeria Informàtica,102771 Electricitat i Electrònica - 41,74
25/10/2024,10:30,25/10/2024,11:30,1,Q4/1009,10062 Enginyeria Informàtica,103801 Àlgebra - 431,Sense grup de matricula
25/10/2024,10:30,25/10/2024,11:30, ,Q1/1003,10062 Enginyeria Informàtica,103806 Fonaments d'Informàtica - 43,70
25/10/2024,10:30,25/10/2024,12:30, ,Q5/1011,10062 Enginyeria Informàtica,102783 Anàlisi i Disseny d'Algorismes - 441,42
25/10/2024,10:30,25/10/2024,12:30, ,Q4/1003,10062 Enginyeria Informàtica,102741 Gestió i Administració de Bases de Dades - 421,Sense grup de matricula
25/10/2024,10:30,25/10/2024,12:30,2,Q3/0003,10062 Enginyeria Informàtica,103803 Estadística - 43,68
25/10/2024,10:30,25/10/2024,12:30,2,Q5/2003,10062 Enginyeria Informàtica,102791 Sistemes Encastats - 434,Sense grup de matricula
25/10/2024,10:30,25/10/2024,12:30, ,Q2/0013,10062 Enginyeria Informàtica,102763 Requisits del Software - 424,Sense grup de matricula
25/10/2024,10:30,25/10/2024,12:30,2,Q2/0011,10062 Enginyeria Informàtica,103803 Estadística - 417,Sense grup de matricula
25/10/2024,10:30,25/10/2024,12:30,2,QC/0011,10062 Enginyeria Informàtica,105073 Tecnologies de Compressió de la Informació - 450,18
25/10/2024,11:30,25/10/2024,12:30,1,Q1/1003,10062 Enginyeria Informàtica,102771 Electricitat i Electrònica - 43,74
25/10/2024,11:30,25/10/2024,12:30, ,Q4/1009,10062 Enginyeria Informàtica,103801 Àlgebra - 432,Sense grup de matricula
25/10/2024,11:30,25/10/2024,12:30,1,Q2/1003,10062 Enginyeria Informàtica,102752 Sistemes d'Informació - 451,Sense grup de matricula
25/10/2024,12:30,25/10/2024,13:30,1,Q2/1003,10062 Enginyeria Informàtica,102752 Sistemes d'Informació - 452,Sense grup de matricula
25/10/2024,12:30,25/10/2024,14:30,2,Q2/0011,10062 Enginyeria Informàtica,103803 Estadística - 418,Sense grup de matricula
25/10/2024,12:30,25/10/2024,14:30, ,Q4/1009,10062 Enginyeria Informàtica,102741 Gestió i Administració de Bases de Dades - 422,Sense grup de matricula
25/10/2024,12:30,25/10/2024,14:30, ,Q1/1003,10062 Enginyeria Informàtica,102740 Sistemes Distribuïts - 430,53
25/10/2024,12:30,25/10/2024,14:30,2,Q2/0013,10062 Enginyeria Informàtica,102763 Requisits del Software - 425,Sense grup de matricula
25/10/2024,13:30,25/10/2024,14:30, ,Q2/1003,10062 Enginyeria Informàtica,102752 Sistemes d'Informació - 453,Sense grup de matricula
25/10/2024,15:00,25/10/2024,16:00,1,Q3/0003,10062 Enginyeria Informàtica,102771 Electricitat i Electrònica - 45,72
25/10/2024,15:00,25/10/2024,17:00,2,Q4/0003,10062 Enginyeria Informàtica,103803 Estadística - 45,34
25/10/2024,16:00,25/10/2024,17:00, ,Q3/0003,10062 Enginyeria Informàtica,103806 Fonaments d'Informàtica - 45,105
25/10/2024,16:45,25/10/2024,18:45,2,Q2/0011,10062 Enginyeria Informàtica,103803 Estadística - 419,Sense grup de matricula
25/10/2024,17:00,25/10/2024,18:00,1,Q4/1009,10062 Enginyeria Informàtica,103801 Àlgebra - 451,Sense grup de matricula
25/10/2024,18:00,25/10/2024,19:00,1,Q4/1009,10062 Enginyeria Informàtica,103801 Àlgebra - 452,Sense grup de matricula
28/10/2024,08:30,28/10/2024,10:30,2,Q1/0019,10062 Enginyeria Informàtica,102744 Bases de Dades - 431,42
28/10/2024,08:30,28/10/2024,10:30, ,Q1/1007,10062 Enginyeria Informàtica,102773 Fonaments de Tecnologia de la Informació - 450,99
28/10/2024,08:30,28/10/2024,10:30, ,Q4/1003,10062 Enginyeria Informàtica,105075 Internet de les Coses - 410,38
28/10/2024,08:30,28/10/2024,10:30,2,Q5/1011,10062 Enginyeria Informàtica,102753 Visualització Gràfica Interactiva - 440,39
28/10/2024,08:30,28/10/2024,10:30,2,Q2/1005,10062 Enginyeria Informàtica,103805 Fonaments d'Enginyeria - 431,34
28/10/2024,08:30,28/10/2024,10:30,2,Q4/0007,10062 Enginyeria Informàtica,102742 Tecnologies de Desenvolupament per a Internet i web - 410,82
28/10/2024,08:30,28/10/2024,10:30, ,Q1/1003,10062 Enginyeria Informàtica,103806 Fonaments d'Informàtica - 41,68
28/10/2024,09:30,28/10/2024,10:30,1,Q4/1005,10062 Enginyeria Informàtica,103801 Àlgebra - 432,Sense grup de matricula
28/10/2024,09:30,28/10/2024,10:30,1,Q3/0009,10062 Enginyeria Informàtica,102747 Sistemes Operatius - 432,Sense grup de matricula
28/10/2024,10:30,28/10/2024,11:30, ,Q4/1005,10062 Enginyeria Informàtica,105075 Internet de les Coses - 411,Sense grup de matricula
28/10/2024,10:30,28/10/2024,11:30, ,Q4/1003,10062 Enginyeria Informàtica,"102786 Coneixement, Raonament i Incertesa - 442",Sense grup de matricula
28/10/2024,10:30,28/10/2024,11:30, ,Q1/1007,10062 Enginyeria Informàtica,103801 Àlgebra - 411,Sense grup de matricula
28/10/2024,10:30,28/10/2024,11:30,1,Q2/1005,10062 Enginyeria Informàtica,102787 Aprenentatge Computacional - 441,Sense grup de matricula
28/10/2024,10:30,28/10/2024,11:30,1,Q3/0009,10062 Enginyeria Informàtica,102747 Sistemes Operatius - 431,Sense grup de matricula
28/10/2024,10:30,28/10/2024,12:30, ,Q1/0019,10062 Enginyeria Informàtica,102744 Bases de Dades - 432,35
28/10/2024,10:30,28/10/2024,12:30, ,Q4/0007,10062 Enginyeria Informàtica,102742 Tecnologies de Desenvolupament per a Internet i web - 415,81
28/10/2024,10:30,28/10/2024,12:30, ,Q1/1003,10062 Enginyeria Informàtica,103806 Fonaments d'Informàtica - 43,70
28/10/2024,10:30,28/10/2024,12:30, ,Q2/0013,10062 Enginyeria Informàtica,102763 Requisits del Software - 421,Sense grup de matricula
28/10/2024,10:30,28/10/2024,12:30,2,Q2/1003,10062 Enginyeria Informàtica,103805 Fonaments d'Enginyeria - 412,38
28/10/2024,11:30,28/10/2024,12:30,1,Q4/1005,10062 Enginyeria Informàtica,105075 Internet de les Coses - 412,Sense grup de matricula
28/10/2024,11:30,28/10/2024,12:30, ,Q2/1005,10062 Enginyeria Informàtica,"102786 Coneixement, Raonament i Incertesa - 441",Sense grup de matricula
28/10/2024,11:30,28/10/2024,12:30, ,Q3/0009,10062 Enginyeria Informàtica,102747 Sistemes Operatius - 412,Sense grup de matricula
28/10/2024,11:30,28/10/2024,12:30,1,Q4/1003,10062 Enginyeria Informàtica,102787 Aprenentatge Computacional - 442,Sense grup de matricula
28/10/2024,12:30,28/10/2024,13:30, ,Q2/1013,10062 Enginyeria Informàtica,103801 Àlgebra - 431,Sense grup de matricula
28/10/2024,12:30,28/10/2024,13:30,1,Q3/0009,10062 Enginyeria Informàtica,102747 Sistemes Operatius - 411,Sense grup de matricula
28/10/2024,12:30,28/10/2024,13:30, ,Q3/0013,10062 Enginyeria Informàtica,103801 Àlgebra - 412,Sense grup de matricula
28/10/2024,12:30,28/10/2024,14:30,2,Q1/1003,10062 Enginyeria Informàtica,102763 Requisits del Software - 420,81
28/10/2024,12:30,28/10/2024,14:30,2,Q2/1003,10062 Enginyeria Informàtica,103805 Fonaments d'Enginyeria - 411,40
