estudi,curs_academic,id_anonim,sexe,curs_academic_acces_estudi,via_acces_estudi,nota_d_acces_preinscripcio,dedicacio_de_l_estudiant,s_n_discapacitat,beca_concedida,estudis_mare,estudis_pare,taxa_exit
Graduat En Enginyeria Informàtica,2020/21,D6F7C57Cc140Cf315Bec1097C9A3F3Ef,Home,2016/17,Batx. / Cou Amb Pau,6.756,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,0Aae8Aa2B797A4F6A70Cd4Bc5C45C1Dd,Home,2018/19,"Fp2, Cfgs",10.02,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,C021F0F80C77A6499C59Cca85E3Bfe6C,Home,2020/21,Batx. / Cou Amb Pau,8.814,Temps Complet,N,Sí,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,85.0
Graduat En Enginyeria Informàtica,2020/21,C76Aec98610D4124F3750A865602E2Da,Home,2016/17,Batx. / Cou Amb Pau,6.647,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,0.0
Graduat En Enginyeria Informàtica,2020/21,9Eb318E36185D00E85A0078C7Df47267,Home,2017/18,Batx. / Cou Amb Pau,10.53,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,296A1C476Fde25558D0Af898986Fd0E9,Home,2020/21,"Fp2, Cfgs",9.683,Temps Complet,N,Sí,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,Dddfbad2Dfec335C54E27Abf3F563Ec5,Home,2020/21,"Fp2, Cfgs",10.018,Temps Complet,N,Sí,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,97198A6Fe971C25Db4Ad6177B5Df827B,Dona,2020/21,Batx. / Cou Amb Pau,9.03,Temps Variable,N,Sí,Egb O Fp 1Er Grau,Batxillerat O Fp 2N Grau,80.0
Graduat En Enginyeria Informàtica,2020/21,A8F6Bfbacf14Ba5Dd65A1B74834B41Bc,Home,2017/18,Batx. / Cou Amb Pau,9.01,Temps Variable,N,Sí,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,7A3Ad44Bd4F0C4B7D661F580C8E80F4F,Dona,2016/17,Batx. / Cou Amb Pau,7.0,Temps Complet,N,Sí,Diplomat O Enginyer Tèc.,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,Cbfbbbdf6Da04517Aca6Bde07C796708,Home,2017/18,Batx. / Cou Amb Pau,6.89,Temps Variable,N,Sí,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,88.0
Graduat En Enginyeria Informàtica,2020/21,797Fb9Cc7D2F459A8B2634A3E6D0A1Df,Home,2019/20,Batx. / Cou Amb Pau,7.92,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,80.0
Graduat En Enginyeria Informàtica,2020/21,Caca232Fcdad6665Dc7Dd033Afef5624,Home,2017/18,Batx. / Cou Amb Pau,7.96,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,90.0
Graduat En Enginyeria Informàtica,2020/21,29787B7E6Cc26D47Dde6Befc76Ec5Ab6,Home,2016/17,"Fp2, Cfgs",7.157,Temps Variable,N,No,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,90.0
Graduat En Enginyeria Informàtica,2020/21,6373F7A47C3A65111D19Ea8B00365D1B,Home,2019/20,Batx. / Cou Amb Pau,11.218,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,53918Cccb5Bab74A65321C9E30867E6F,Dona,2017/18,Batx. / Cou Amb Pau,8.12,Temps Complet,N,No,Egb O Fp 1Er Grau,Batxillerat O Fp 2N Grau,89.0
Graduat En Enginyeria Informàtica,2020/21,D7Db748D9D469Be61B9F8Bd7A1623A01,Home,2015/16,Batx. / Cou Amb Pau,7.62,Temps Variable,N,No,Estudis Primaris,Estudis Primaris,45.0
Graduat En Enginyeria Informàtica,2020/21,5954D0B6016Cd6D609Efde950De4358F,Home,2019/20,Batx. / Cou Amb Pau,8.19,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,8Cbd53B9D5C54C094D8531Fd3C0A2A2C,Home,2018/19,Batx. / Cou Amb Pau,10.796,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,Cb2Abbd4Cae5D4E35Ab968949A0395B3,Home,2019/20,Batx. / Cou Amb Pau,8.46,Temps Complet,N,Sí,Egb O Fp 1Er Grau,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,3709A134B3E56E5A9D0E78B58C96946D,Home,2020/21,Batx. / Cou Amb Pau,11.93,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,1Bb91099798C38F2Dbeb6Cde40E55103,Home,2019/20,"Fp2, Cfgs",8.711,Temps Variable,N,No,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,57.0
Graduat En Enginyeria Informàtica,2020/21,Be5E452F145E2D3Dd2D61F23A3Cf2D3B,Home,2017/18,Batx. / Cou Amb Pau,8.06,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,88.0
Graduat En Enginyeria Informàtica,2020/21,04A1Ae722E3F56Cc3436Fa0B61780Fea,Dona,2019/20,Sense Assignar,0.0,Temps Complet,N,No,Sense Assignar,Sense Assignar,60.0
Graduat En Enginyeria Informàtica,2020/21,445Be2A471D3Ed342F0A28E9001Eb713,Home,2017/18,Sense Assignar,0.0,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,1Dc6Ce19E4118B097D0B65D46234718F,Home,2019/20,Batx. / Cou Amb Pau,8.518,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,90.0
Graduat En Enginyeria Informàtica,2020/21,4623778Ded0756E6Eb9Fb603D62898B1,Home,2019/20,Batx. / Cou Amb Pau,8.424,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,55.0
Graduat En Enginyeria Informàtica,2020/21,3Da6C1Ec964616Ad572910Ba8Ac82Db5,Home,2020/21,Batx. / Cou Amb Pau,8.916,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,55.0
Graduat En Enginyeria Informàtica,2020/21,A64Ac94750E659Ddf484C9A49Ee1Aa00,Home,2017/18,Batx. / Cou Amb Pau,6.89,Temps Variable,N,Sí,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,86.0
Graduat En Enginyeria Informàtica,2020/21,87C972096E90C1A62Df5F28Eb925E2E1,Dona,2018/19,Sense Assignar,0.0,Temps Variable,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,F2Ca8C299173Acc38C85C7Ac534946B5,Home,2019/20,Batx. / Cou Amb Pau,8.766,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,30.0
Graduat En Enginyeria Informàtica,2020/21,5D2F6Ba0912D90Eb74A9474Ba3B23D6A,Home,2016/17,Batx. / Cou Amb Pau,8.514,Temps Variable,N,Sí,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,326Eef7599335B2461366266Bd3Adfb0,Home,2016/17,Batx. / Cou Amb Pau,8.058,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,28359420281D06F5894C02D53D6A989C,Home,2019/20,"Fp2, Cfgs",8.606,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,A7E09Ff4050752494Dd517A388B2578E,Home,2017/18,Batx. / Cou Amb Pau,7.47,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,29.0
Graduat En Enginyeria Informàtica,2020/21,30Cbd0248Ab0Fef3Dffbf3F8C989093E,Home,2018/19,"Fp2, Cfgs",8.596,Temps Variable,N,No,Batxillerat O Fp 2N Grau,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,183C56F4D9D04711Eebae4Ce3Bc1Be76,Home,2016/17,Universitaris Batx. / Cou Amb Pau,7.652,Temps Variable,N,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,67.0
Graduat En Enginyeria Informàtica,2020/21,64Ea0B00Fb2E1A9D77C11Ac020269C41,Home,2020/21,Universitaris Batx. / Cou Amb Pau,9.104,Temps Variable,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,65.0
Graduat En Enginyeria Informàtica,2020/21,4488A3Ed8846A097F2E61519C237112B,Home,2017/18,Batx. / Cou Amb Pau,7.69,Temps Variable,N,Sí,Batxillerat O Fp 2N Grau,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,1C67Ef9064C3F30621D71D50C8E5D0Bb,Home,2016/17,Batx. / Cou Amb Pau,8.068,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,7196C2D0018276Ec612Fb23A417B9Bbb,Home,2019/20,Batx. / Cou Amb Pau,8.768,Temps Variable,N,Sí,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,70.0
Graduat En Enginyeria Informàtica,2020/21,Ba681F2548E8F3746E36Fb261244Aa74,Home,2019/20,"Fp2, Cfgs",9.176,Temps Complet,N,Sí,Estudis Primaris,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,1172B74B679649965676D943E551C226,Home,2018/19,Batx. / Cou Amb Pau,8.174,Temps Variable,N,No,Batxillerat O Fp 2N Grau,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,80812D6D8B97E16598B25Df99Ae27C27,Home,2015/16,Batx. / Cou Amb Pau,6.97,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,80.0
Graduat En Enginyeria Informàtica,2020/21,5E3B92Cd6D15Badbf18B406Ee34Eedd8,Home,2019/20,Batx. / Cou Amb Pau,8.552,Temps Complet,N,No,Egb O Fp 1Er Grau,Batxillerat O Fp 2N Grau,0.0
Graduat En Enginyeria Informàtica,2020/21,E8Ba93A67E73849Ee3Aefd72C3E4E829,Home,2017/18,"Fp2, Cfgs",7.275,Temps Complet,N,Sí,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,D0F016E8409F95Edd7Ae5A258D9793E2,Home,2018/19,Batx. / Cou Amb Pau,9.54,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,D21Bcf4F4Ab79085770A3Dedb2Fd6448,Home,2018/19,Batx. / Cou Amb Pau,8.302,Temps Variable,N,Sí,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,993884A604190Ab278E0544Befe784F7,Home,2020/21,Batx. / Cou Amb Pau,9.072,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,80.0
Graduat En Enginyeria Informàtica,2020/21,67Ffc16C0Fe04Fd56557037507Ef0290,Home,2018/19,Batx. / Cou Amb Pau,8.824,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,6E41442B8D0375Ea629139F020648A58,Home,2020/21,"Fp2, Cfgs",10.867,Temps Complet,N,Sí,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,90.0
Graduat En Enginyeria Informàtica,2020/21,1908557E91E97917D9F86E5847E5C9E3,Home,2016/17,Batx. / Cou Amb Pau,6.522,Temps Variable,N,No,Batxillerat O Fp 2N Grau,Egb O Fp 1Er Grau,0.0
Graduat En Enginyeria Informàtica,2020/21,3F24F6Ad6Fbfca89667A2A240B2A39De,Home,2018/19,Batx. / Cou Amb Pau,10.09,Temps Variable,N,Sí,Batxillerat O Fp 2N Grau,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,32130606238B56491609F700Bd69562D,Home,2020/21,Batx. / Cou Amb Pau,10.596,Temps Complet,N,No,Egb O Fp 1Er Grau,Batxillerat O Fp 2N Grau,90.0
Graduat En Enginyeria Informàtica,2020/21,868F4B1C2A303620B96Cb81589Aeb756,Home,2017/18,Universitaris Batx. / Cou Amb Pau,12.024,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,D914732B3A00A18F1Dec259Ad578Ce4B,Home,2013/14,Universitaris Batx. / Cou Amb Pau,8.712,Temps Complet,N,No,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,89D4377B955Ae756859Fdc698Cc6C41E,Home,2017/18,Batx. / Cou Amb Pau,7.61,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,91.0
Graduat En Enginyeria Informàtica,2020/21,9C6C9F29F9Afdc0Edea34A3D2E6B1622,Home,2016/17,Batx. / Cou Amb Pau,9.436,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,10484484D921532D2D86Baf55B8697F6,Home,2016/17,Batx. / Cou Amb Pau,6.4,Temps Variable,N,No,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,Ef7Eaf42B2Eb618205E826901F5F245D,Home,2019/20,Batx. / Cou Amb Pau,11.528,Temps Complet,N,Sí,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,Ef74B512F8458Cc5B670F5Ff6320C26B,Home,2011/12,"Fp2, Cfgs",5.53,Temps Variable,N,No,Sense Assignar,Sense Assignar,100.0
Graduat En Enginyeria Informàtica,2020/21,17F2Cdcf1Dcc42A4E986B88Be33A4B9E,Home,2020/21,Batx. / Cou Amb Pau,9.026,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,0.0
Graduat En Enginyeria Informàtica,2020/21,404911Ac18Bbb0Ca3B82787E1E2233Ab,Home,2017/18,Batx. / Cou Amb Pau,7.162,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,50F9B5Be0B0A90A2720Be028454Be15B,Home,2019/20,Batx. / Cou Amb Pau,8.485,Temps Complet,N,No,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,91.0
Graduat En Enginyeria Informàtica,2020/21,Ba7Aaba74C4493F6392Ddda96455Bfaf,Home,2018/19,Batx. / Cou Amb Pau,8.914,Temps Complet,N,No,Egb O Fp 1Er Grau,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,3177B8905954Ad9D09Dc647A7D28E6D7,Home,2018/19,Batx. / Cou Amb Pau,9.746,Temps Complet,N,Sí,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,98876462Eac5C6B728D4Ec42B112F093,Home,2017/18,Batx. / Cou Amb Pau,12.52,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,Aea4D3423710C5Eaed1263B0A568Bb80,Home,2015/16,Batx. / Cou Amb Pau,7.56,Temps Variable,'-2,No,Estudis Primaris,Estudis Primaris,100.0
Graduat En Enginyeria Informàtica,2020/21,Ea5Aa51937C0793Bcececdf3699C4Aa9,Home,2018/19,Batx. / Cou Amb Pau,7.682,Temps Variable,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,90.0
Graduat En Enginyeria Informàtica,2020/21,07F4B832Ea0D0236443819548Bcc2B96,Home,2018/19,Batx. / Cou Amb Pau,9.384,Temps Complet,N,Sí,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,8A9343De519Bf02D9Fe1B2A856D860E9,Home,2019/20,Batx. / Cou Amb Pau,9.702,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,80.0
Graduat En Enginyeria Informàtica,2020/21,D3136Cd59Ab3E8Ce5551Ce991C84F61B,Home,2018/19,Batx. / Cou Amb Pau,7.474,Temps Variable,N,No,Batxillerat O Fp 2N Grau,Egb O Fp 1Er Grau,89.0
Graduat En Enginyeria Informàtica,2020/21,44414E08E5Fa41C48A11E4F4D3D16Fa5,Home,2019/20,Batx. / Cou Amb Pau,10.326,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,71.0
Graduat En Enginyeria Informàtica,2020/21,6462C2F199E152E5A3150D090219C281,Home,2020/21,Batx. / Cou Amb Pau,8.994,Temps Variable,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,E853B9Cbc2E771970C0Df6401D21677D,Dona,2018/19,Batx. / Cou Amb Pau,8.33,Temps Complet,N,Sí,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,91.0
Graduat En Enginyeria Informàtica,2020/21,81680A688A96Ce54E762B381A51C99C8,Home,2017/18,Universitaris Batx. / Cou Amb Pau,11.95,Temps Variable,N,No,Batxillerat O Fp 2N Grau,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,98843Ffce287Ffb3892F4Ff587801339,Home,2020/21,Batx. / Cou Amb Pau,10.102,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,90.0
Graduat En Enginyeria Informàtica,2020/21,3736129E769623Dbcb32307B33A6C56D,Home,2018/19,Batx. / Cou Amb Pau,11.158,Temps Complet,N,Sí,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,3B10Fe01Bf301Dec0C6D60083Ed62788,Home,2016/17,Batx. / Cou Amb Pau,11.016,Temps Variable,N,No,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,7Cbe304C84C2035B01Ffef9A19Ec2Fc9,Home,2019/20,Batx. / Cou Amb Pau,8.51,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,48.0
Graduat En Enginyeria Informàtica,2020/21,46D21D76Acddf0B463290Acc9B3C027B,Home,2017/18,Batx. / Cou Amb Pau,7.15,Temps Complet,N,No,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,67.0
Graduat En Enginyeria Informàtica,2020/21,Ca31B850Cb18Ad2D77737C1Cf62B6405,Home,2016/17,Batx. / Cou Amb Pau,8.088,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,79.0
Graduat En Enginyeria Informàtica,2020/21,6362Be80B5Cbc37900882E43757805Fb,Home,2020/21,Batx. / Cou Amb Pau,9.272,Temps Complet,N,Sí,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,90.0
Graduat En Enginyeria Informàtica,2020/21,5F02Fed55Aee5A1Bee89Cf7B9Ff5C15E,Dona,2014/15,Batx. / Cou Amb Pau,5.956,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,2D0Af5Db336B7Bea10E7E0Fa01F97022,Home,2019/20,Batx. / Cou Amb Pau,11.43,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,Cc8B44651359829D42580C8B4706B957,Home,2020/21,Batx. / Cou Amb Pau,9.986,Temps Complet,N,Sí,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,20.0
Graduat En Enginyeria Informàtica,2020/21,Cd7A749B58Dd0F9C7Bbb8F5C90A4221D,Home,2013/14,Batx. / Cou Amb Pau,6.97,Temps Variable,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,11.0
Graduat En Enginyeria Informàtica,2020/21,120D05Cbb4312400E3C7640412Ef94D4,Home,2019/20,Batx. / Cou Amb Pau,8.246,Temps Complet,N,No,Egb O Fp 1Er Grau,Diplomat O Enginyer Tèc.,88.0
Graduat En Enginyeria Informàtica,2020/21,63263636C8D6155C0C4C2C0Fb8Ebe356,Home,2016/17,Batx. / Cou Amb Pau,8.802,Temps Complet,N,No,Sense Assignar,Sense Assignar,100.0
Graduat En Enginyeria Informàtica,2020/21,Bc25A4B19F1B6674Bdd7Dadef93E3D5F,Dona,2020/21,Batx. / Cou Amb Pau,9.222,Temps Complet,N,Sí,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,80.0
Graduat En Enginyeria Informàtica,2020/21,41C1405556Aee812865329Cbd8E67E00,Home,2020/21,Sense Assignar,0.0,Temps Complet,N,No,Estudis Primaris,Estudis Primaris,93.0
Graduat En Enginyeria Informàtica,2020/21,D109Bbfc54Bb857189E28Da9950929Bc,Home,2020/21,Batx. / Cou Amb Pau,9.026,Temps Variable,N,Sí,Egb O Fp 1Er Grau,Sense Assignar,60.0
Graduat En Enginyeria Informàtica,2020/21,C5E6905C6B2E21C5C33306F0Fcf475Ee,Home,2018/19,Batx. / Cou Amb Pau,9.508,Temps Complet,N,Sí,Sense Assignar,Sense Assignar,100.0
Graduat En Enginyeria Informàtica,2020/21,De0Da465E3A2295742A6A3A142456943,Home,2020/21,Batx. / Cou Amb Pau,9.82,Temps Complet,N,Sí,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,0.0
Graduat En Enginyeria Informàtica,2020/21,71Db60587Cce92879Cb8Ff746Bf273E5,Home,2016/17,Universitaris Batx. / Cou Amb Pau,7.168,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,70.0
Graduat En Enginyeria Informàtica,2020/21,3C87360519E3627D812Dec66578741E5,Home,2020/21,Batx. / Cou Amb Pau,10.078,Temps Complet,N,Sí,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,Bd794A27Cca15A689Ec8158D8172C6Fc,Dona,2016/17,Batx. / Cou Amb Pau,6.97,Temps Complet,N,Sí,Diplomat O Enginyer Tèc.,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,D0F78A66C772B3D7Bd2Afcfff0957Fc7,Home,2013/14,Batx. / Cou Amb Pau,5.936,Temps Variable,N,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,44.0
Graduat En Enginyeria Informàtica,2020/21,0E3234099A9Cbb3Ae7C8D912Bac3688A,Home,2019/20,Batx. / Cou Amb Pau,8.56,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Egb O Fp 1Er Grau,90.0
Graduat En Enginyeria Informàtica,2020/21,19Fbfce66Dff2984B0E4Ab0E4632Ff32,Home,2013/14,Batx. / Cou Amb Pau,6.138,Temps Variable,N,No,Batxillerat O Fp 2N Grau,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,246Fa5C80Ed6Bf2780D6C229F075994C,Home,2020/21,Batx. / Cou Amb Pau,10.016,Temps Complet,N,No,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,70.0
Graduat En Enginyeria Informàtica,2020/21,9B75715D6D7215Fba87A81278A270124,Home,2019/20,"Fp2, Cfgs",8.229,Temps Variable,N,No,Egb O Fp 1Er Grau,Batxillerat O Fp 2N Grau,64.0
Graduat En Enginyeria Informàtica,2020/21,A9080F842E700E353F1684Aa16B3B97C,Home,2019/20,Batx. / Cou Amb Pau,8.564,Temps Complet,N,Sí,Egb O Fp 1Er Grau,Sense Assignar,75.0
Graduat En Enginyeria Informàtica,2020/21,E91Ec41989D43C85E2B040Ce9582D05F,Home,2020/21,Batx. / Cou Amb Pau,10.38,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,90.0
Graduat En Enginyeria Informàtica,2020/21,7F757396A4514Cb6Ec2E8F2915C31B61,Home,2014/15,Universitaris Batx. / Cou Amb Pau,8.406,Temps Variable,N,No,Egb O Fp 1Er Grau,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,8Ff8100Fcf42A61E4C77Bbbf4D928Bb3,Home,2019/20,Sense Assignar,0.0,Temps Complet,N,Sí,Batxillerat O Fp 2N Grau,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,D876590702F00Ad8697C1835Ecdeab6A,Home,2020/21,Batx. / Cou Amb Pau,8.876,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,87A2E0Be26Ffbff7Ca2Cc0330F320348,Home,1989/90,Batx. / Cou Amb Pau,6.17,Temps Parcial,N,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,D78F816124Da934777E30E78C325D2C1,Home,2017/18,Batx. / Cou Amb Pau,10.0,Temps Complet,N,No,Diplomat O Enginyer Tèc.,Diplomat O Enginyer Tèc.,100.0
Graduat En Enginyeria Informàtica,2020/21,6607D4F2Af06Dbe0Dc7Ceadec530143E,Home,2018/19,Universitaris Batx. / Cou Amb Pau,7.416,Temps Complet,N,Sí,Estudis Primaris,Estudis Primaris,58.0
Graduat En Enginyeria Informàtica,2020/21,Df63C3Fecb594A327Cd08671A016547F,Home,2020/21,Batx. / Cou Amb Pau,10.61,Temps Complet,N,Sí,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,Ff951D214C4Bc538C0Fb5D839Fc4D407,Home,2015/16,"Fp2, Cfgs",6.627,Temps Variable,N,Sí,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,Ff2F7C939Cb0A10604D010Febfe819F4,Home,2020/21,Batx. / Cou Amb Pau,11.732,Temps Complet,N,No,Batxillerat O Fp 2N Grau,Batxillerat O Fp 2N Grau,100.0
Graduat En Enginyeria Informàtica,2020/21,E67Fd7Ca1B514109Ac2Eb2Bc7034C086,Home,2020/21,Batx. / Cou Amb Pau,9.24,Temps Complet,N,No,Egb O Fp 1Er Grau,Egb O Fp 1Er Grau,100.0
