estudi,curs_academic,sexe,nota_assignatura,via_acces_estudi,nota_d_acces,dedicacio_de_l_estudiant,discapacitat,beca_concedida,estudis_mare,estudis_pare,taxa_exit,abandonament,dificultat_assignatura
1,0,0,0.0,0,10.798,0,0,0,1,1,0.0,1,5.894708994708995
1,0,0,0.0,0,10.798,0,0,0,1,1,0.0,1,4.442031523642732
1,0,0,0.0,0,10.798,0,0,0,1,1,0.0,1,5.962274959083469
1,0,0,0.0,0,10.798,0,0,0,1,1,0.0,1,7.083763837638377
1,0,0,0.1,0,10.798,0,0,0,1,1,0.0,1,6.069509251810136
1,0,0,0.0,0,10.798,0,0,0,1,1,0.0,1,4.6163446054750406
1,0,0,0.0,0,10.798,0,0,0,1,1,0.0,1,4.229661016949152
1,0,0,0.0,0,10.798,0,0,0,1,1,0.0,1,4.358823529411765
1,0,0,0.0,0,10.798,0,0,0,1,1,0.0,1,3.4967350037965073
1,0,0,6.8,0,6.512,1,0,1,3,3,1.0,0,6.156778523489933
1,0,0,8.3,0,6.512,1,0,1,3,3,1.0,0,6.150130548302872
1,0,0,3.0,0,6.512,1,0,1,3,3,1.0,0,5.704055415617129
1,0,0,8.3,0,6.512,1,0,1,3,3,1.0,0,6.316230366492147
1,0,0,6.1,0,6.512,1,0,1,3,3,1.0,0,5.550981912144703
1,0,0,6.0,0,6.512,1,0,1,3,3,1.0,0,5.7402020202020205
1,0,0,1.2,0,6.512,1,0,1,3,3,1.0,0,5.02434554973822
1,0,0,3.3,0,6.512,1,0,1,3,3,1.0,0,4.687257617728531
1,0,0,4.5,0,6.512,1,0,1,3,3,1.0,0,5.889673913043478
1,0,0,8.1,1,11.468,0,0,1,6,6,1.0,1,5.894708994708995
1,0,0,8.0,1,11.468,0,0,1,6,6,1.0,1,4.442031523642732
1,0,0,9.2,1,11.468,0,0,1,6,6,1.0,1,5.962274959083469
1,0,0,8.9,1,11.468,0,0,1,6,6,1.0,1,7.083763837638377
1,0,0,8.5,1,11.468,0,0,1,6,6,1.0,1,6.069509251810136
1,0,0,7.6,1,11.468,0,0,1,6,6,1.0,1,4.6163446054750406
1,0,0,8.4,1,11.468,0,0,1,6,6,1.0,1,4.229661016949152
1,0,0,9.9,1,11.468,0,0,1,6,6,1.0,1,4.358823529411765
1,0,0,7.5,1,11.468,0,0,1,6,6,1.0,1,3.4967350037965073
1,0,0,0.0,1,10.102,1,0,1,8,8,1.0,0,2.598611111111111
1,0,0,7.8,1,10.102,1,0,1,8,8,1.0,0,7.819086651053865
1,0,0,9.2,1,10.102,1,0,1,8,8,1.0,0,7.65529411764706
1,0,0,7.1,1,10.102,1,0,1,8,8,1.0,0,5.963294117647059
1,0,0,9.6,1,10.102,1,0,1,8,8,1.0,0,8.086458333333333
1,0,0,8.6,1,10.87,0,0,0,3,6,0.57,1,5.894708994708995
1,0,0,2.4,1,10.87,0,0,0,3,6,0.57,1,4.299755301794454
1,0,0,4.5,1,10.87,0,0,0,3,6,0.57,1,6.3183125599232985
1,0,0,7.5,1,10.87,0,0,0,3,6,0.57,1,4.442031523642732
1,0,0,5.2,1,10.87,0,0,0,3,6,0.57,1,2.598611111111111
1,0,0,6.2,1,10.87,0,0,0,3,6,0.57,1,5.962274959083469
1,0,0,5.6,1,10.87,0,0,0,3,6,0.57,1,5.306624338624339
1,0,0,7.8,1,10.87,0,0,0,3,6,0.57,1,6.336193480546793
1,0,0,7.3,1,10.87,0,0,0,3,6,0.57,1,7.393108974358974
1,0,0,6.9,1,10.87,0,0,0,3,6,0.57,1,7.083763837638377
1,0,0,6.8,1,10.87,0,0,0,3,6,0.57,1,6.069509251810136
1,0,0,6.9,1,10.87,0,0,0,3,6,0.57,1,4.6163446054750406
1,0,0,7.5,1,10.87,0,0,0,3,6,0.57,1,4.229661016949152
1,0,0,4.5,1,10.87,0,0,0,3,6,0.57,1,4.358823529411765
1,0,0,2.0,1,10.87,0,0,0,3,6,0.57,1,3.4967350037965073
1,0,0,6.0,1,10.87,0,0,0,3,6,0.57,1,5.788232899022801
1,0,0,5.6,0,10.11,1,0,0,8,6,0.18,1,5.894708994708995
1,0,0,2.3,0,10.11,1,0,0,8,6,0.18,1,4.442031523642732
1,0,0,6.6,0,10.11,1,0,0,8,6,0.18,1,5.962274959083469
1,0,0,7.4,0,10.11,1,0,0,8,6,0.18,1,7.083763837638377
1,0,0,4.4,0,10.11,1,0,0,8,6,0.18,1,6.069509251810136
1,0,0,2.8,0,10.11,1,0,0,8,6,0.18,1,4.6163446054750406
1,0,0,1.6,0,10.11,1,0,0,8,6,0.18,1,4.229661016949152
1,0,0,4.5,0,10.11,1,0,0,8,6,0.18,1,4.358823529411765
1,0,0,1.0,0,10.11,1,0,0,8,6,0.18,1,3.4967350037965073
1,0,0,7.0,0,8.252,0,0,1,8,8,1.0,0,4.299755301794454
1,0,0,4.5,0,8.252,0,0,1,8,8,1.0,0,6.3183125599232985
1,0,0,0.0,0,8.252,0,0,1,8,8,1.0,0,5.306624338624339
1,0,0,5.4,0,8.252,0,0,1,8,8,1.0,0,6.336193480546793
1,0,0,7.4,0,8.252,0,0,1,8,8,1.0,0,7.393108974358974
1,0,0,6.2,0,8.252,0,0,1,8,8,1.0,0,4.226614310645724
1,0,0,6.3,0,8.252,0,0,1,8,8,1.0,0,5.011612284069098
1,0,0,1.3,0,8.252,0,0,1,8,8,1.0,0,6.18440329218107
1,0,0,5.5,0,8.252,0,0,1,8,8,1.0,0,3.4967350037965073
1,0,0,2.1,0,8.252,0,0,1,8,8,1.0,0,5.788232899022801
1,0,0,0.7,0,8.252,0,0,1,8,8,1.0,0,4.016505263157895
1,0,0,6.6,2,8.996,0,0,0,3,3,1.0,0,5.894708994708995
1,0,0,6.0,2,8.996,0,0,0,3,3,1.0,0,4.442031523642732
1,0,0,7.4,2,8.996,0,0,0,3,3,1.0,0,5.962274959083469
1,0,0,8.2,2,8.996,0,0,0,3,3,1.0,0,7.083763837638377
1,0,0,0.0,2,8.996,0,0,0,3,3,1.0,0,6.069509251810136
1,0,0,7.7,2,8.996,0,0,0,3,3,1.0,0,4.6163446054750406
1,0,0,8.7,2,8.996,0,0,0,3,3,1.0,0,4.229661016949152
1,0,0,0.0,2,8.996,0,0,0,3,3,1.0,0,4.358823529411765
1,0,0,5.0,2,8.996,0,0,0,3,3,1.0,0,3.4967350037965073
1,0,1,7.5,0,7.438,0,0,1,8,8,1.0,0,5.731942446043165
1,0,1,9.6,0,7.438,0,0,1,8,8,1.0,0,5.970454545454545
1,0,1,0.0,0,7.438,0,0,1,8,8,1.0,0,0.5009732360097324
1,0,1,9.0,0,7.438,0,0,1,8,8,1.0,0,7.819086651053865
1,0,1,9.8,0,7.438,0,0,1,8,8,1.0,0,7.65529411764706
1,0,1,9.4,0,7.438,0,0,1,8,8,1.0,0,5.02434554973822
1,0,1,9.0,0,7.438,0,0,1,8,8,1.0,0,7.676404494382023
1,0,1,9.2,0,7.438,0,0,1,8,8,1.0,0,8.12972972972973
1,0,1,9.5,0,7.438,0,0,1,8,8,1.0,0,8.086458333333333
1,0,0,9.5,2,8.216,0,0,1,3,3,1.0,0,4.73312101910828
1,0,0,9.7,2,8.216,0,0,1,3,3,1.0,0,4.931386861313869
1,0,0,6.9,2,8.216,0,0,1,3,3,1.0,0,5.223696145124717
1,0,0,8.6,2,8.216,0,0,1,3,3,1.0,0,6.316230366492147
1,0,0,9.0,2,8.216,0,0,1,3,3,1.0,0,4.56038961038961
1,0,0,8.3,2,8.216,0,0,1,3,3,1.0,0,5.754535017221584
1,0,0,7.7,2,8.216,0,0,1,3,3,1.0,0,4.465217391304348
1,0,0,8.5,2,8.216,0,0,1,3,3,1.0,0,4.875483870967742
1,0,0,7.0,2,8.216,0,0,1,3,3,1.0,0,5.7402020202020205
1,0,0,9.3,2,8.216,0,0,1,3,3,1.0,0,7.266666666666667
1,0,0,9.2,2,8.216,0,0,1,3,3,1.0,0,5.889673913043478
1,0,0,6.7,0,7.66,0,0,0,8,8,1.0,0,5.576349614395887
1,0,0,6.7,0,7.66,0,0,0,8,8,1.0,0,6.150130548302872
1,0,0,6.2,0,7.66,0,0,0,8,8,1.0,0,5.704055415617129
1,0,0,5.9,0,7.66,0,0,0,8,8,1.0,0,7.819086651053865
1,0,0,8.2,0,7.66,0,0,0,8,8,1.0,0,5.815617715617716
1,0,0,6.6,0,7.66,0,0,0,8,8,1.0,0,5.550981912144703
1,0,0,9.0,0,7.66,0,0,0,8,8,1.0,0,7.65529411764706
1,0,0,9.0,0,7.66,0,0,0,8,8,1.0,0,8.086458333333333
1,0,0,0.0,0,8.274,0,0,0,6,6,0.0,1,4.299755301794454
1,0,0,2.2,0,8.274,0,0,0,6,6,0.0,1,6.3183125599232985
1,0,0,0.0,0,8.274,0,0,0,6,6,0.0,1,5.306624338624339
1,0,0,0.0,0,8.274,0,0,0,6,6,0.0,1,6.336193480546793
1,0,0,4.1,0,8.274,0,0,0,6,6,0.0,1,7.393108974358974
1,0,0,0.0,0,8.274,0,0,0,6,6,0.0,1,4.226614310645724
1,0,0,0.0,0,8.274,0,0,0,6,6,0.0,1,5.011612284069098
1,0,0,0.3,0,8.274,0,0,0,6,6,0.0,1,6.18440329218107
1,0,0,0.0,0,8.274,0,0,0,6,6,0.0,1,4.358823529411765
1,0,0,1.5,0,8.274,0,0,0,6,6,0.0,1,5.788232899022801
1,0,0,0.0,0,8.274,0,0,0,6,6,0.0,1,4.016505263157895
1,0,0,8.6,0,10.114,0,0,1,8,8,1.0,0,5.576349614395887
1,0,0,7.2,0,10.114,0,0,1,8,8,1.0,0,6.156778523489933
1,0,0,6.5,0,10.114,0,0,1,8,8,1.0,0,5.223696145124717
1,0,0,7.5,0,10.114,0,0,1,8,8,1.0,0,6.19126213592233
1,0,0,8.6,0,10.114,0,0,1,8,8,1.0,0,5.815617715617716
1,0,0,9.6,0,10.114,0,0,1,8,8,1.0,0,6.9962311557788945
1,0,0,7.9,0,10.114,0,0,1,8,8,1.0,0,5.754535017221584
1,0,0,7.0,0,10.114,0,0,1,8,8,1.0,0,5.1075
1,0,0,9.6,0,10.114,0,0,1,8,8,1.0,0,7.65529411764706
1,0,0,6.6,0,10.114,0,0,1,8,8,1.0,0,5.971973094170403
1,0,0,6.1,0,10.114,0,0,1,8,8,1.0,0,5.889673913043478
1,0,0,7.2,0,10.114,0,0,1,8,8,1.0,0,6.418725099601593
1,0,0,5.1,0,9.104,0,0,0,3,3,1.0,0,5.894708994708995
1,0,0,6.0,0,9.104,0,0,0,3,3,1.0,0,4.442031523642732
1,0,0,7.6,0,9.104,0,0,0,3,3,1.0,0,5.962274959083469
1,0,0,6.7,0,9.104,0,0,0,3,3,1.0,0,7.083763837638377
1,0,0,4.5,0,9.104,0,0,0,3,3,1.0,0,6.069509251810136
1,0,0,6.7,0,9.104,0,0,0,3,3,1.0,0,4.6163446054750406
1,0,0,6.1,0,9.104,0,0,0,3,3,1.0,0,4.229661016949152
1,0,0,7.0,0,9.104,0,0,0,3,3,1.0,0,4.358823529411765
1,0,0,5.0,0,9.104,0,0,0,3,3,1.0,0,3.4967350037965073
1,0,1,5.0,0,6.96,1,0,0,1,3,1.0,0,6.156778523489933
1,0,1,6.2,0,6.96,1,0,0,1,3,1.0,0,6.150130548302872
1,0,1,6.1,0,6.96,1,0,0,1,3,1.0,0,5.704055415617129
1,0,1,6.1,0,6.96,1,0,0,1,3,1.0,0,5.550981912144703
1,0,1,3.6,0,6.96,1,0,0,1,3,1.0,0,5.02434554973822
1,0,1,4.5,0,6.96,1,0,0,1,3,1.0,0,4.687257617728531
1,0,1,7.6,0,6.96,1,0,0,1,3,1.0,0,5.889673913043478
1,0,1,0.0,0,6.376,1,0,1,6,8,1.0,0,4.253571428571428
1,0,1,7.3,0,6.376,1,0,1,6,8,1.0,0,8.086458333333333
1,0,0,7.6,0,9.362,0,0,1,8,8,1.0,0,4.299755301794454
1,0,0,6.6,0,9.362,0,0,1,8,8,1.0,0,6.3183125599232985
1,0,0,7.0,0,9.362,0,0,1,8,8,1.0,0,5.306624338624339
1,0,0,7.0,0,9.362,0,0,1,8,8,1.0,0,6.336193480546793
1,0,0,7.1,0,9.362,0,0,1,8,8,1.0,0,7.393108974358974
1,0,0,6.7,0,9.362,0,0,1,8,8,1.0,0,4.226614310645724
1,0,0,7.3,0,9.362,0,0,1,8,8,1.0,0,5.011612284069098
1,0,0,9.2,0,9.362,0,0,1,8,8,1.0,0,6.18440329218107
1,0,0,5.7,0,9.362,0,0,1,8,8,1.0,0,5.788232899022801
1,0,0,6.4,0,9.362,0,0,1,8,8,1.0,0,4.016505263157895
1,0,0,5.0,0,9.066,0,0,0,1,1,0.25,0,5.894708994708995
1,0,0,1.1,0,9.066,0,0,0,1,1,0.25,0,4.442031523642732
1,0,0,2.1,0,9.066,0,0,0,1,1,0.25,0,5.962274959083469
1,0,0,6.2,0,9.066,0,0,0,1,1,0.25,0,7.083763837638377
1,0,0,4.5,0,9.066,0,0,0,1,1,0.25,0,6.069509251810136
1,0,0,4.5,0,9.066,0,0,0,1,1,0.25,0,4.6163446054750406
1,0,0,3.8,0,9.066,0,0,0,1,1,0.25,0,4.229661016949152
1,0,0,4.5,0,9.066,0,0,0,1,1,0.25,0,4.358823529411765
1,0,0,3.0,0,9.066,0,0,0,1,1,0.25,0,3.4967350037965073
1,0,0,7.6,2,8.373,1,0,1,6,8,1.0,0,4.73312101910828
1,0,0,9.0,2,8.373,1,0,1,6,8,1.0,0,4.931386861313869
1,0,0,6.1,2,8.373,1,0,1,6,8,1.0,0,5.223696145124717
1,0,0,8.3,2,8.373,1,0,1,6,8,1.0,0,7.819086651053865
1,0,0,8.4,2,8.373,1,0,1,6,8,1.0,0,6.316230366492147
1,0,0,7.9,2,8.373,1,0,1,6,8,1.0,0,4.56038961038961
1,0,0,9.4,2,8.373,1,0,1,6,8,1.0,0,8.499038461538461
1,0,0,7.5,2,8.373,1,0,1,6,8,1.0,0,5.754535017221584
1,0,0,8.0,2,8.373,1,0,1,6,8,1.0,0,4.465217391304348
1,0,0,7.6,2,8.373,1,0,1,6,8,1.0,0,4.875483870967742
1,0,0,5.9,0,8.102,0,0,1,3,3,0.6,0,5.894708994708995
1,0,0,4.3,0,8.102,0,0,1,3,3,0.6,0,5.962274959083469
1,0,0,6.2,0,8.102,0,0,1,3,3,0.6,0,7.083763837638377
1,0,0,6.2,0,8.102,0,0,1,3,3,0.6,0,6.069509251810136
1,0,0,6.5,0,8.102,0,0,1,3,3,0.6,0,4.6163446054750406
1,0,0,6.4,0,8.102,0,0,1,3,3,0.6,0,4.229661016949152
1,0,0,7.8,0,8.102,0,0,1,3,3,0.6,0,4.358823529411765
1,0,0,3.0,0,8.102,0,0,1,3,3,0.6,0,3.4967350037965073
1,0,0,8.1,2,6.92,0,0,0,6,6,1.0,0,8.12051282051282
1,0,0,6.7,2,6.92,0,0,0,6,6,1.0,0,5.731942446043165
1,0,0,0.0,2,6.92,0,0,0,6,6,1.0,0,0.5009732360097324
1,0,0,8.2,2,6.92,0,0,0,6,6,1.0,0,7.819086651053865
1,0,0,8.2,2,6.92,0,0,0,6,6,1.0,0,6.316230366492147
1,0,0,9.8,2,6.92,0,0,0,6,6,1.0,0,7.65529411764706
1,0,0,8.2,2,6.92,0,0,0,6,6,1.0,0,7.676404494382023
1,0,0,8.5,2,6.92,0,0,0,6,6,1.0,0,8.086458333333333
1,0,0,7.5,2,6.92,0,0,0,6,6,1.0,0,6.754521276595744
1,0,0,6.5,0,11.11,0,0,1,8,8,1.0,0,5.206589147286822
1,0,0,5.0,0,11.11,0,0,1,8,8,1.0,0,6.77409200968523
1,0,0,9.0,0,11.11,0,0,1,8,8,1.0,0,4.253571428571428
1,0,0,6.2,0,11.11,0,0,1,8,8,1.0,0,6.849705882352941
1,0,0,8.1,0,11.11,0,0,1,8,8,1.0,0,5.223696145124717
1,0,0,7.4,0,11.11,0,0,1,8,8,1.0,0,5.754535017221584
1,0,0,8.8,0,11.11,0,0,1,8,8,1.0,0,6.048548812664908
1,0,0,8.0,0,11.11,0,0,1,8,8,1.0,0,5.963294117647059
1,0,0,4.5,0,11.11,0,0,1,8,8,1.0,0,5.889673913043478
1,0,0,6.2,0,11.11,0,0,1,8,8,1.0,0,5.0604229607250755
1,0,0,7.0,0,11.11,0,0,1,8,8,1.0,0,6.754521276595744
1,0,0,6.3,0,10.002,0,0,1,8,6,1.0,0,4.299755301794454
1,0,0,6.6,0,10.002,0,0,1,8,6,1.0,0,6.3183125599232985
1,0,0,5.8,0,10.002,0,0,1,8,6,1.0,0,5.306624338624339
1,0,0,5.3,0,10.002,0,0,1,8,6,1.0,0,6.336193480546793
1,0,0,7.7,0,10.002,0,0,1,8,6,1.0,0,7.393108974358974
1,0,0,6.8,0,10.002,0,0,1,8,6,1.0,0,4.226614310645724
1,0,0,6.7,0,10.002,0,0,1,8,6,1.0,0,5.011612284069098
1,0,0,6.4,0,10.002,0,0,1,8,6,1.0,0,6.18440329218107
1,0,0,5.4,0,10.002,0,0,1,8,6,1.0,0,5.788232899022801
1,0,0,5.4,0,10.002,0,0,1,8,6,1.0,0,4.016505263157895
1,0,0,9.2,0,10.62,0,0,1,6,6,1.0,0,6.77409200968523
1,0,0,9.4,0,10.62,0,0,1,6,6,1.0,0,7.819086651053865
1,0,0,9.0,0,10.62,0,0,1,6,6,1.0,0,7.65529411764706
1,0,0,9.3,0,10.62,0,0,1,6,6,1.0,0,6.048548812664908
1,0,0,8.0,0,10.62,0,0,1,6,6,1.0,0,5.7402020202020205
1,0,0,9.0,0,10.62,0,0,1,6,6,1.0,0,5.0604229607250755
1,0,0,7.0,0,12.259,0,0,1,6,6,0.0,1,5.894708994708995
1,0,0,6.8,0,12.259,0,0,1,6,6,0.0,1,4.442031523642732
1,0,0,7.2,0,12.259,0,0,1,6,6,0.0,1,5.962274959083469
1,0,0,8.4,0,12.259,0,0,1,6,6,0.0,1,7.083763837638377
1,0,0,7.4,0,12.259,0,0,1,6,6,0.0,1,6.069509251810136
1,0,0,5.6,0,12.259,0,0,1,6,6,0.0,1,4.6163446054750406
1,0,0,5.0,0,12.259,0,0,1,6,6,0.0,1,4.229661016949152
1,0,0,4.5,0,12.259,0,0,1,6,6,0.0,1,4.358823529411765
1,0,0,0.0,0,12.259,0,0,1,6,6,0.0,1,3.4967350037965073
1,0,0,5.0,0,10.05,0,0,1,8,8,1.0,0,6.156778523489933
1,0,0,7.0,0,10.05,0,0,1,8,8,1.0,0,6.150130548302872
1,0,0,7.9,0,10.05,0,0,1,8,8,1.0,0,5.704055415617129
1,0,0,6.2,0,10.05,0,0,1,8,8,1.0,0,5.550981912144703
1,0,0,6.5,0,10.05,0,0,1,8,8,1.0,0,7.002132701421801
1,0,0,6.0,0,10.05,0,0,1,8,8,1.0,0,5.7402020202020205
1,0,0,9.2,0,10.05,0,0,1,8,8,1.0,0,5.02434554973822
1,0,0,4.5,0,10.05,0,0,1,8,8,1.0,0,4.687257617728531
1,0,0,4.5,0,10.05,0,0,1,8,8,1.0,0,5.889673913043478
1,0,0,7.3,0,7.07,0,0,0,3,6,1.0,0,7.819086651053865
1,0,0,7.4,0,7.07,0,0,0,3,6,1.0,0,5.815617715617716
1,0,0,6.2,0,7.07,0,0,0,3,6,1.0,0,5.1075
1,0,0,7.0,0,7.07,0,0,0,3,6,1.0,0,7.002132701421801
1,0,0,9.4,0,7.07,0,0,0,3,6,1.0,0,8.086458333333333
1,0,0,0.0,0,6.09,1,0,1,6,6,1.0,0,0.0
1,0,0,0.0,0,6.09,1,0,1,6,6,1.0,0,0.0
1,0,0,4.5,3,7.909,0,0,1,6,6,0.1,1,6.3183125599232985
1,0,0,1.5,3,7.909,0,0,1,6,6,0.1,1,5.962274959083469
1,0,0,6.2,3,7.909,0,0,1,6,6,0.1,1,6.336193480546793
1,0,0,4.5,3,7.909,0,0,1,6,6,0.1,1,7.393108974358974
1,0,0,4.5,3,7.909,0,0,1,6,6,0.1,1,6.069509251810136
1,0,0,1.8,3,7.909,0,0,1,6,6,0.1,1,4.6163446054750406
1,0,0,3.5,3,7.909,0,0,1,6,6,0.1,1,4.226614310645724
1,0,0,6.8,3,7.909,0,0,1,6,6,0.1,1,5.011612284069098
1,0,0,5.5,3,7.909,0,0,1,6,6,0.1,1,6.18440329218107
1,0,0,6.3,3,7.909,0,0,1,6,6,0.1,1,4.358823529411765
1,0,0,3.0,3,7.909,0,0,1,6,6,0.1,1,5.788232899022801
1,0,0,0.9,3,7.909,0,0,1,6,6,0.1,1,4.016505263157895
1,0,0,6.2,2,6.21,0,0,1,6,8,1.0,0,5.894708994708995
1,0,0,4.1,2,6.21,0,0,1,6,8,1.0,0,4.299755301794454
1,0,0,6.3,2,6.21,0,0,1,6,8,1.0,0,6.3183125599232985
1,0,0,5.7,2,6.21,0,0,1,6,8,1.0,0,5.962274959083469
1,0,0,6.5,2,6.21,0,0,1,6,8,1.0,0,5.306624338624339
1,0,0,7.1,2,6.21,0,0,1,6,8,1.0,0,7.393108974358974
1,0,0,0.0,2,6.21,0,0,1,6,8,1.0,0,6.069509251810136
1,0,0,4.5,2,6.21,0,0,1,6,8,1.0,0,4.6163446054750406
1,0,0,6.1,2,6.21,0,0,1,6,8,1.0,0,4.226614310645724
1,0,0,7.0,2,6.21,0,0,1,6,8,1.0,0,5.011612284069098
1,0,0,9.5,2,6.21,0,0,1,6,8,1.0,0,6.18440329218107
1,0,0,0.0,2,6.21,0,0,1,6,8,1.0,0,4.358823529411765
1,0,0,3.8,2,6.21,0,0,1,6,8,1.0,0,4.016505263157895
1,0,1,0.0,0,11.072,0,0,1,6,3,0.0,1,5.894708994708995
1,0,1,0.0,0,11.072,0,0,1,6,3,0.0,1,4.442031523642732
1,0,1,1.3,0,11.072,0,0,1,6,3,0.0,1,5.962274959083469
1,0,1,2.0,0,11.072,0,0,1,6,3,0.0,1,7.083763837638377
1,0,1,2.9,0,11.072,0,0,1,6,3,0.0,1,6.069509251810136
1,0,1,0.0,0,11.072,0,0,1,6,3,0.0,1,4.6163446054750406
1,0,1,0.0,0,11.072,0,0,1,6,3,0.0,1,4.229661016949152
1,0,1,0.0,0,11.072,0,0,1,6,3,0.0,1,4.358823529411765
1,0,1,0.0,0,11.072,0,0,1,6,3,0.0,1,3.4967350037965073
1,0,0,5.9,7,0.0,0,0,0,3,3,0.25,1,5.894708994708995
1,0,0,1.0,7,0.0,0,0,0,3,3,0.25,1,4.299755301794454
1,0,0,4.5,7,0.0,0,0,0,3,3,0.25,1,6.3183125599232985
1,0,0,6.5,7,0.0,0,0,0,3,3,0.25,1,4.442031523642732
1,0,0,6.0,7,0.0,0,0,0,3,3,0.25,1,5.962274959083469
1,0,0,5.2,7,0.0,0,0,0,3,3,0.25,1,6.336193480546793
1,0,0,7.5,7,0.0,0,0,0,3,3,0.25,1,7.083763837638377
1,0,0,5.9,7,0.0,0,0,0,3,3,0.25,1,6.069509251810136
1,0,0,4.5,7,0.0,0,0,0,3,3,0.25,1,4.6163446054750406
1,0,0,3.5,7,0.0,0,0,0,3,3,0.25,1,4.226614310645724
1,0,0,2.0,7,0.0,0,0,0,3,3,0.25,1,5.011612284069098
1,0,0,4.5,7,0.0,0,0,0,3,3,0.25,1,4.358823529411765
1,0,0,3.3,7,0.0,0,0,0,3,3,0.25,1,3.4967350037965073
1,0,0,3.1,7,0.0,0,0,0,3,3,0.25,1,5.788232899022801
1,0,0,4.5,1,8.166,0,0,1,6,-2,1.0,0,6.156778523489933
1,0,0,7.1,1,8.166,0,0,1,6,-2,1.0,0,7.819086651053865
1,0,0,7.6,1,8.166,0,0,1,6,-2,1.0,0,6.18440329218107
1,0,0,7.0,1,8.166,0,0,1,6,-2,1.0,0,4.263636363636365
1,0,0,9.0,1,8.166,0,0,1,6,-2,1.0,0,3.0714285714285716
1,0,0,6.3,1,8.166,0,0,1,6,-2,1.0,0,3.6791666666666667
1,0,0,5.7,1,8.166,0,0,1,6,-2,1.0,0,5.02434554973822
1,0,0,5.1,1,8.166,0,0,1,6,-2,1.0,0,5.889673913043478
1,0,0,5.8,0,8.18,0,0,1,8,8,1.0,0,5.894708994708995
1,0,0,6.3,0,8.18,0,0,1,8,8,1.0,0,4.299755301794454
1,0,0,6.3,0,8.18,0,0,1,8,8,1.0,0,6.3183125599232985
1,0,0,6.5,0,8.18,0,0,1,8,8,1.0,0,6.336193480546793
1,0,0,7.1,0,8.18,0,0,1,8,8,1.0,0,7.393108974358974
1,0,0,7.2,0,8.18,0,0,1,8,8,1.0,0,6.069509251810136
1,0,0,5.6,0,8.18,0,0,1,8,8,1.0,0,4.6163446054750406
1,0,0,6.9,0,8.18,0,0,1,8,8,1.0,0,5.011612284069098
1,0,0,7.2,0,8.18,0,0,1,8,8,1.0,0,4.358823529411765
1,0,0,2.8,0,8.18,0,0,1,8,8,1.0,0,3.4967350037965073
1,0,0,5.5,0,8.18,0,0,1,8,8,1.0,0,5.788232899022801
1,0,0,5.4,0,8.18,0,0,1,8,8,1.0,0,4.016505263157895
1,0,1,7.3,0,9.55,0,0,0,1,1,1.0,0,4.299755301794454
1,0,1,7.5,0,9.55,0,0,0,1,1,1.0,0,6.3183125599232985
1,0,1,7.4,0,9.55,0,0,0,1,1,1.0,0,5.306624338624339
1,0,1,8.4,0,9.55,0,0,0,1,1,1.0,0,6.336193480546793
1,0,1,9.1,0,9.55,0,0,0,1,1,1.0,0,7.393108974358974
1,0,1,7.9,0,9.55,0,0,0,1,1,1.0,0,4.226614310645724
1,0,1,8.4,0,9.55,0,0,0,1,1,1.0,0,5.011612284069098
1,0,1,7.7,0,9.55,0,0,0,1,1,1.0,0,6.18440329218107
1,0,1,7.0,0,9.55,0,0,0,1,1,1.0,0,5.788232899022801
1,0,1,6.3,0,9.55,0,0,0,1,1,1.0,0,4.016505263157895
1,0,1,1.9,0,7.876,1,0,0,6,3,1.0,0,4.299755301794454
1,0,1,7.0,0,7.876,1,0,0,6,3,1.0,0,6.3183125599232985
1,0,1,6.6,0,7.876,1,0,0,6,3,1.0,0,5.306624338624339
1,0,1,4.5,0,7.876,1,0,0,6,3,1.0,0,6.336193480546793
1,0,1,4.5,0,7.876,1,0,0,6,3,1.0,0,7.393108974358974
1,0,1,6.7,0,7.876,1,0,0,6,3,1.0,0,7.083763837638377
1,0,1,4.5,0,7.876,1,0,0,6,3,1.0,0,6.069509251810136
1,0,1,3.5,0,7.876,1,0,0,6,3,1.0,0,4.226614310645724
1,0,1,6.0,0,7.876,1,0,0,6,3,1.0,0,5.011612284069098
1,0,1,7.5,0,7.876,1,0,0,6,3,1.0,0,6.18440329218107
1,0,1,2.3,0,7.876,1,0,0,6,3,1.0,0,5.788232899022801
1,0,1,0.2,0,7.876,1,0,0,6,3,1.0,0,4.016505263157895
1,0,0,8.2,0,10.424,0,0,0,3,3,1.0,0,5.206589147286822
1,0,0,8.8,0,10.424,0,0,0,3,3,1.0,0,6.77409200968523
1,0,0,9.0,0,10.424,0,0,0,3,3,1.0,0,4.253571428571428
1,0,0,8.3,0,10.424,0,0,0,3,3,1.0,0,6.849705882352941
1,0,0,7.2,0,10.424,0,0,0,3,3,1.0,0,5.223696145124717
1,0,0,9.4,0,10.424,0,0,0,3,3,1.0,0,5.754535017221584
1,0,0,10.0,0,10.424,0,0,0,3,3,1.0,0,6.048548812664908
1,0,0,8.3,0,10.424,0,0,0,3,3,1.0,0,5.963294117647059
1,0,0,8.3,0,10.424,0,0,0,3,3,1.0,0,5.889673913043478
1,0,0,7.8,0,10.424,0,0,0,3,3,1.0,0,5.0604229607250755
1,0,0,7.5,0,10.424,0,0,0,3,3,1.0,0,6.754521276595744
1,0,0,5.6,0,10.502,0,0,1,6,6,1.0,0,4.299755301794454
