Curs acadèmic,Estudi,Id Anònim PD,Codi_Ass,Assignatura,Hores professor Totals
2024/25,Graduat en Enginyeria Informàtica,57BEA5C8ACB66B4141E49FDA6DD1C5CA,102741,Gestió i Administració de Bases de Dades,"95,28"
2024/25,Graduat en Enginyeria Informàtica,A132A7BF2520684BD2228510DB0D487F,102774,Estructura de Computadors,"110,52"
2024/25,Graduat en Enginyeria Informàtica,A132A7BF2520684BD2228510DB0D487F,106542,Treball de Final de Grau,"15,69"
2024/25,Graduat en Enginyeria Informàtica,DEF3761466B014DF43FDF012D11BF5EE,102762,Anglès Professional I,"130,66"
2024/25,Graduat en Enginyeria Informàtica,DEF3761466B014DF43FDF012D11BF5EE,102761,Anglès Professional II,"134,06"
2024/25,Graduat en Enginyeria Informàtica,82BF128D2047056417807AFE22F00EA6,102775,Arquitectura de Computadors,"200,2"
2024/25,Graduat en Enginyeria Informàtica,82BF128D2047056417807AFE22F00EA6,103806,Fonaments d'Informàtica,"166,3"
2024/25,Graduat en Enginyeria Informàtica,82BF128D2047056417807AFE22F00EA6,106542,Treball de Final de Grau,"15,69"
2024/25,Graduat en Enginyeria Informàtica,FF5E549C006AE2257F338EDCA5C77AB5,105073,Tecnologies de Compressió de la Informació,"66,55"
2024/25,Graduat en Enginyeria Informàtica,FF5E549C006AE2257F338EDCA5C77AB5,106542,Treball de Final de Grau,"31,39"
2024/25,Graduat en Enginyeria Informàtica,8F81FA8534D98E0F3BBAF3BDA5A1C6C5,102759,Disseny de Software,"375,35"
2024/25,Graduat en Enginyeria Informàtica,49A065AE903286209F465D908144E9DD,102787,Aprenentatge Computacional,"231,48"
2024/25,Graduat en Enginyeria Informàtica,49A065AE903286209F465D908144E9DD,106542,Treball de Final de Grau,"15,69"
2024/25,Graduat en Enginyeria Informàtica,BB2DF5082823F0208D89FE83F96FDCD3,102750,Sistemes i Tecnologies Web,"130,28"
2024/25,Graduat en Enginyeria Informàtica,739CF9B9BF5D2E4AB7F226C0F12696DB,102775,Arquitectura de Computadors,"217,23"
2024/25,Graduat en Enginyeria Informàtica,739CF9B9BF5D2E4AB7F226C0F12696DB,102778,Arquitectures Avançades,"46,54"
2024/25,Graduat en Enginyeria Informàtica,6D37950F539262B029CD642F86FA6CA2,102767,Laboratori de Programació,167
2024/25,Graduat en Enginyeria Informàtica,3DB606886AC485A8E8EE57CE14F96B32,102776,Gestió i Administració de Xarxes,"108,8"
2024/25,Graduat en Enginyeria Informàtica,ADD218DA6E6329FAC8755EA78004DEA1,102760,Gestió de Projectes,"241,68"
2024/25,Graduat en Enginyeria Informàtica,ADD218DA6E6329FAC8755EA78004DEA1,102789,Gestió del Desenvolupament de Software,"165,58"
2024/25,Graduat en Enginyeria Informàtica,ADD218DA6E6329FAC8755EA78004DEA1,106542,Treball de Final de Grau,"31,39"
2024/25,Graduat en Enginyeria Informàtica,0BC6D43C6E4515E36D3A9BC18D199348,103806,Fonaments d'Informàtica,"90,44"
2024/25,Graduat en Enginyeria Informàtica,0BC6D43C6E4515E36D3A9BC18D199348,102747,Sistemes Operatius,"52,91"
2024/25,Graduat en Enginyeria Informàtica,0DD96C41F46691961F0EB1B93362DB51,102765,Fonaments Dels Computadors,"130,34"
2024/25,Graduat en Enginyeria Informàtica,AF8370971AD8F7EB19E92D3CEECEC960,102750,Sistemes i Tecnologies Web,"205,24"
2024/25,Graduat en Enginyeria Informàtica,AF8370971AD8F7EB19E92D3CEECEC960,102742,Tecnologies de Desenvolupament per a Internet i web,"233,02"
2024/25,Graduat en Enginyeria Informàtica,AF8370971AD8F7EB19E92D3CEECEC960,106542,Treball de Final de Grau,"31,39"
2024/25,Graduat en Enginyeria Informàtica,C813D7407EF67F5908B5124B3F5AE4F9,102788,Laboratori Integrat de Software,"87,62"
2024/25,Graduat en Enginyeria Informàtica,A20AC3D4BA832D0ACD492EBA555E7742,102764,Metodologia de la Programació,"82,75"
2024/25,Graduat en Enginyeria Informàtica,9AE0490F0330088E3FDAE360E31208E4,102759,Disseny de Software,"84,63"
2024/25,Graduat en Enginyeria Informàtica,9AE0490F0330088E3FDAE360E31208E4,102743,Enginyeria del Software,"156,5"
2024/25,Graduat en Enginyeria Informàtica,B6FDEA766737C2A3EB4EF1F92840AEFA,102764,Metodologia de la Programació,170
2024/25,Graduat en Enginyeria Informàtica,D845B1C796C792278ECC890BFD899594,102768,Intel·ligència Artificial,"333,7"
2024/25,Graduat en Enginyeria Informàtica,EDF264AD8B0200D9E3FD3AC19ACBCCF2,102767,Laboratori de Programació,295
2024/25,Graduat en Enginyeria Informàtica,EDF264AD8B0200D9E3FD3AC19ACBCCF2,106542,Treball de Final de Grau,"31,39"
2024/25,Graduat en Enginyeria Informàtica,0B0E723901E596DA2491467DF467C3C8,102792,Prototipatge de Sistemes Encastats,"91,68"
2024/25,Graduat en Enginyeria Informàtica,16266C6156A9FDA5BBD9EA9A566042BD,102785,"Robòtica, Llenguatge i Planificació","97,35"
2024/25,Graduat en Enginyeria Informàtica,9499EECADAB18229A29ADA41AEA9E2B7,102773,Fonaments de Tecnologia de la Informació,"100,75"
2024/25,Graduat en Enginyeria Informàtica,9499EECADAB18229A29ADA41AEA9E2B7,102772,Matemàtica Discreta,"165,14"
2024/25,Graduat en Enginyeria Informàtica,9499EECADAB18229A29ADA41AEA9E2B7,106542,Treball de Final de Grau,"15,69"
2024/25,Graduat en Enginyeria Informàtica,898FF3A72F94CC1F8CE6C5F469179A17,102740,Sistemes Distribuïts,"204,25"
2024/25,Graduat en Enginyeria Informàtica,29E260D962D72BDE59E0DA78B6ED7F4C,102775,Arquitectura de Computadors,"71,52"
2024/25,Graduat en Enginyeria Informàtica,29E260D962D72BDE59E0DA78B6ED7F4C,102747,Sistemes Operatius,"83,76"
2024/25,Graduat en Enginyeria Informàtica,E1979C66B9834A044479AC479EF96178,102781,Models de Qualitat en la Gestió de les TIC,"169,33"
